,Q
262,"[0.01014673 0.02029347 0.0304402  0.04058694 0.05073367 0.0608804
 0.07102714 0.08117387 0.09132061 0.10146734 0.11161407 0.12176081
 0.13190754 0.14205428 0.15220101 0.16234774 0.17249448 0.18264121
 0.19278795 0.20293468 0.21308141 0.22322815 0.23337488 0.24352161
 0.25366835 0.26381508 0.27396182 0.28410855 0.29425528 0.30440202
 0.31454875 0.32469549 0.33484222 0.34498895 0.35513569 0.36528242
 0.37542916 0.38557589 0.39572262 0.40586936 0.41601609 0.42616283
 0.43630956 0.44645629 0.45660303 0.46674976 0.4768965  0.48704323
 0.49718996 0.5073367  0.51748343 0.52763017 0.5377769  0.54792363
 0.55807037 0.5682171  0.57836384 0.58851057 0.5986573  0.60880404
 0.61895077 0.62909751 0.63924424 0.64939097 0.65953771 0.66968444
 0.67983117 0.68997791 0.70012464 0.71027138 0.72041811 0.73056484
 0.74071158 0.75085831 0.76100505 0.77115178 0.78129851 0.79144525
 0.80159198 0.81173872 0.82188545 0.83203218 0.84217892 0.85232565
 0.86247239 0.87261912 0.88276585 0.89291259 0.90305932 0.91320606
 0.92335279 0.93349952 0.94364626 0.95379299 0.96393973 0.97408646
 0.98423319 0.99437993 1.00452666 1.0146734 ]"
263,"[0.01014631 0.02029263 0.03043894 0.04058525 0.05073156 0.06087788
 0.07102419 0.0811705  0.09131681 0.10146313 0.11160944 0.12175575
 0.13190206 0.14204838 0.15219469 0.162341   0.17248731 0.18263363
 0.19277994 0.20292625 0.21307256 0.22321888 0.23336519 0.2435115
 0.25365781 0.26380413 0.27395044 0.28409675 0.29424306 0.30438938
 0.31453569 0.324682   0.33482831 0.34497463 0.35512094 0.36526725
 0.37541356 0.38555988 0.39570619 0.4058525  0.41599881 0.42614513
 0.43629144 0.44643775 0.45658407 0.46673038 0.47687669 0.487023
 0.49716932 0.50731563 0.51746194 0.52760825 0.53775457 0.54790088
 0.55804719 0.5681935  0.57833982 0.58848613 0.59863244 0.60877875
 0.61892507 0.62907138 0.63921769 0.649364   0.65951032 0.66965663
 0.67980294 0.68994925 0.70009557 0.71024188 0.72038819 0.7305345
 0.74068082 0.75082713 0.76097344 0.77111975 0.78126607 0.79141238
 0.80155869 0.811705   0.82185132 0.83199763 0.84214394 0.85229025
 0.86243657 0.87258288 0.88272919 0.8928755  0.90302182 0.91316813
 0.92331444 0.93346076 0.94360707 0.95375338 0.96389969 0.97404601
 0.98419232 0.99433863 1.00448494 1.01463126]"
264,"[0.01011799 0.02023598 0.03035398 0.04047197 0.05058996 0.06070795
 0.07082595 0.08094394 0.09106193 0.10117992 0.11129791 0.12141591
 0.1315339  0.14165189 0.15176988 0.16188787 0.17200587 0.18212386
 0.19224185 0.20235984 0.21247784 0.22259583 0.23271382 0.24283181
 0.2529498  0.2630678  0.27318579 0.28330378 0.29342177 0.30353976
 0.31365776 0.32377575 0.33389374 0.34401173 0.35412973 0.36424772
 0.37436571 0.3844837  0.39460169 0.40471969 0.41483768 0.42495567
 0.43507366 0.44519165 0.45530965 0.46542764 0.47554563 0.48566362
 0.49578162 0.50589961 0.5160176  0.52613559 0.53625358 0.54637158
 0.55648957 0.56660756 0.57672555 0.58684354 0.59696154 0.60707953
 0.61719752 0.62731551 0.63743351 0.6475515  0.65766949 0.66778748
 0.67790547 0.68802347 0.69814146 0.70825945 0.71837744 0.72849543
 0.73861343 0.74873142 0.75884941 0.7689674  0.7790854  0.78920339
 0.79932138 0.80943937 0.81955736 0.82967536 0.83979335 0.84991134
 0.86002933 0.87014732 0.88026532 0.89038331 0.9005013  0.91061929
 0.92073729 0.93085528 0.94097327 0.95109126 0.96120925 0.97132725
 0.98144524 0.99156323 1.00168122 1.01179921]"
265,"[0.01005749 0.02011499 0.03017248 0.04022998 0.05028747 0.06034496
 0.07040246 0.08045995 0.09051745 0.10057494 0.11063243 0.12068993
 0.13074742 0.14080492 0.15086241 0.16091991 0.1709774  0.18103489
 0.19109239 0.20114988 0.21120738 0.22126487 0.23132236 0.24137986
 0.25143735 0.26149485 0.27155234 0.28160983 0.29166733 0.30172482
 0.31178232 0.32183981 0.3318973  0.3419548  0.35201229 0.36206979
 0.37212728 0.38218477 0.39224227 0.40229976 0.41235726 0.42241475
 0.43247225 0.44252974 0.45258723 0.46264473 0.47270222 0.48275972
 0.49281721 0.5028747  0.5129322  0.52298969 0.53304719 0.54310468
 0.55316217 0.56321967 0.57327716 0.58333466 0.59339215 0.60344964
 0.61350714 0.62356463 0.63362213 0.64367962 0.65373712 0.66379461
 0.6738521  0.6839096  0.69396709 0.70402459 0.71408208 0.72413957
 0.73419707 0.74425456 0.75431206 0.76436955 0.77442704 0.78448454
 0.79454203 0.80459953 0.81465702 0.82471451 0.83477201 0.8448295
 0.854887   0.86494449 0.87500198 0.88505948 0.89511697 0.90517447
 0.91523196 0.92528946 0.93534695 0.94540444 0.95546194 0.96551943
 0.97557693 0.98563442 0.99569191 1.00574941]"
266,"[0.01004714 0.02009427 0.03014141 0.04018855 0.05023568 0.06028282
 0.07032996 0.08037709 0.09042423 0.10047137 0.11051851 0.12056564
 0.13061278 0.14065992 0.15070705 0.16075419 0.17080133 0.18084846
 0.1908956  0.20094274 0.21098987 0.22103701 0.23108415 0.24113128
 0.25117842 0.26122556 0.27127269 0.28131983 0.29136697 0.30141411
 0.31146124 0.32150838 0.33155552 0.34160265 0.35164979 0.36169693
 0.37174406 0.3817912  0.39183834 0.40188547 0.41193261 0.42197975
 0.43202688 0.44207402 0.45212116 0.46216829 0.47221543 0.48226257
 0.49230971 0.50235684 0.51240398 0.52245112 0.53249825 0.54254539
 0.55259253 0.56263966 0.5726868  0.58273394 0.59278107 0.60282821
 0.61287535 0.62292248 0.63296962 0.64301676 0.65306389 0.66311103
 0.67315817 0.68320531 0.69325244 0.70329958 0.71334672 0.72339385
 0.73344099 0.74348813 0.75353526 0.7635824  0.77362954 0.78367667
 0.79372381 0.80377095 0.81381808 0.82386522 0.83391236 0.84395949
 0.85400663 0.86405377 0.87410091 0.88414804 0.89419518 0.90424232
 0.91428945 0.92433659 0.93438373 0.94443086 0.954478   0.96452514
 0.97457227 0.98461941 0.99466655 1.00471368]"
267,"[0.00995234 0.01990468 0.02985701 0.03980935 0.04976169 0.05971403
 0.06966637 0.0796187  0.08957104 0.09952338 0.10947572 0.11942806
 0.12938039 0.13933273 0.14928507 0.15923741 0.16918975 0.17914208
 0.18909442 0.19904676 0.2089991  0.21895144 0.22890377 0.23885611
 0.24880845 0.25876079 0.26871313 0.27866546 0.2886178  0.29857014
 0.30852248 0.31847482 0.32842715 0.33837949 0.34833183 0.35828417
 0.36823651 0.37818884 0.38814118 0.39809352 0.40804586 0.4179982
 0.42795053 0.43790287 0.44785521 0.45780755 0.46775989 0.47771222
 0.48766456 0.4976169  0.50756924 0.51752158 0.52747391 0.53742625
 0.54737859 0.55733093 0.56728327 0.5772356  0.58718794 0.59714028
 0.60709262 0.61704496 0.62699729 0.63694963 0.64690197 0.65685431
 0.66680665 0.67675898 0.68671132 0.69666366 0.706616   0.71656834
 0.72652067 0.73647301 0.74642535 0.75637769 0.76633003 0.77628237
 0.7862347  0.79618704 0.80613938 0.81609172 0.82604406 0.83599639
 0.84594873 0.85590107 0.86585341 0.87580575 0.88575808 0.89571042
 0.90566276 0.9156151  0.92556744 0.93551977 0.94547211 0.95542445
 0.96537679 0.97532913 0.98528146 0.9952338 ]"
268,"[0.01006433 0.02012867 0.030193   0.04025734 0.05032167 0.06038601
 0.07045034 0.08051468 0.09057901 0.10064334 0.11070768 0.12077201
 0.13083635 0.14090068 0.15096502 0.16102935 0.17109369 0.18115802
 0.19122236 0.20128669 0.21135102 0.22141536 0.23147969 0.24154403
 0.25160836 0.2616727  0.27173703 0.28180137 0.2918657  0.30193003
 0.31199437 0.3220587  0.33212304 0.34218737 0.35225171 0.36231604
 0.37238038 0.38244471 0.39250904 0.40257338 0.41263771 0.42270205
 0.43276638 0.44283072 0.45289505 0.46295939 0.47302372 0.48308806
 0.49315239 0.50321672 0.51328106 0.52334539 0.53340973 0.54347406
 0.5535384  0.56360273 0.57366707 0.5837314  0.59379573 0.60386007
 0.6139244  0.62398874 0.63405307 0.64411741 0.65418174 0.66424608
 0.67431041 0.68437474 0.69443908 0.70450341 0.71456775 0.72463208
 0.73469642 0.74476075 0.75482509 0.76488942 0.77495376 0.78501809
 0.79508242 0.80514676 0.81521109 0.82527543 0.83533976 0.8454041
 0.85546843 0.86553277 0.8755971  0.88566143 0.89572577 0.9057901
 0.91585444 0.92591877 0.93598311 0.94604744 0.95611178 0.96617611
 0.97624044 0.98630478 0.99636911 1.00643345]"
269,"[0.01008649 0.02017298 0.03025947 0.04034596 0.05043245 0.06051895
 0.07060544 0.08069193 0.09077842 0.10086491 0.1109514  0.12103789
 0.13112438 0.14121087 0.15129736 0.16138386 0.17147035 0.18155684
 0.19164333 0.20172982 0.21181631 0.2219028  0.23198929 0.24207578
 0.25216227 0.26224877 0.27233526 0.28242175 0.29250824 0.30259473
 0.31268122 0.32276771 0.3328542  0.34294069 0.35302718 0.36311368
 0.37320017 0.38328666 0.39337315 0.40345964 0.41354613 0.42363262
 0.43371911 0.4438056  0.45389209 0.46397858 0.47406508 0.48415157
 0.49423806 0.50432455 0.51441104 0.52449753 0.53458402 0.54467051
 0.554757   0.56484349 0.57492999 0.58501648 0.59510297 0.60518946
 0.61527595 0.62536244 0.63544893 0.64553542 0.65562191 0.6657084
 0.6757949  0.68588139 0.69596788 0.70605437 0.71614086 0.72622735
 0.73631384 0.74640033 0.75648682 0.76657331 0.77665981 0.7867463
 0.79683279 0.80691928 0.81700577 0.82709226 0.83717875 0.84726524
 0.85735173 0.86743822 0.87752472 0.88761121 0.8976977  0.90778419
 0.91787068 0.92795717 0.93804366 0.94813015 0.95821664 0.96830313
 0.97838962 0.98847612 0.99856261 1.0086491 ]"
270,"[0.00994823 0.01989646 0.02984469 0.03979292 0.04974115 0.05968938
 0.06963761 0.07958584 0.08953407 0.0994823  0.10943052 0.11937875
 0.12932698 0.13927521 0.14922344 0.15917167 0.1691199  0.17906813
 0.18901636 0.19896459 0.20891282 0.21886105 0.22880928 0.23875751
 0.24870574 0.25865397 0.2686022  0.27855043 0.28849866 0.29844689
 0.30839512 0.31834335 0.32829157 0.3382398  0.34818803 0.35813626
 0.36808449 0.37803272 0.38798095 0.39792918 0.40787741 0.41782564
 0.42777387 0.4377221  0.44767033 0.45761856 0.46756679 0.47751502
 0.48746325 0.49741148 0.50735971 0.51730794 0.52725617 0.5372044
 0.54715262 0.55710085 0.56704908 0.57699731 0.58694554 0.59689377
 0.606842   0.61679023 0.62673846 0.63668669 0.64663492 0.65658315
 0.66653138 0.67647961 0.68642784 0.69637607 0.7063243  0.71627253
 0.72622076 0.73616899 0.74611722 0.75606545 0.76601367 0.7759619
 0.78591013 0.79585836 0.80580659 0.81575482 0.82570305 0.83565128
 0.84559951 0.85554774 0.86549597 0.8754442  0.88539243 0.89534066
 0.90528889 0.91523712 0.92518535 0.93513358 0.94508181 0.95503004
 0.96497827 0.9749265  0.98487472 0.99482295]"
271,"[0.01001539 0.02003079 0.03004618 0.04006157 0.05007696 0.06009236
 0.07010775 0.08012314 0.09013854 0.10015393 0.11016932 0.12018471
 0.13020011 0.1402155  0.15023089 0.16024629 0.17026168 0.18027707
 0.19029246 0.20030786 0.21032325 0.22033864 0.23035404 0.24036943
 0.25038482 0.26040021 0.27041561 0.280431   0.29044639 0.30046179
 0.31047718 0.32049257 0.33050796 0.34052336 0.35053875 0.36055414
 0.37056954 0.38058493 0.39060032 0.40061571 0.41063111 0.4206465
 0.43066189 0.44067728 0.45069268 0.46070807 0.47072346 0.48073886
 0.49075425 0.50076964 0.51078503 0.52080043 0.53081582 0.54083121
 0.55084661 0.560862   0.57087739 0.58089278 0.59090818 0.60092357
 0.61093896 0.62095436 0.63096975 0.64098514 0.65100053 0.66101593
 0.67103132 0.68104671 0.69106211 0.7010775  0.71109289 0.72110828
 0.73112368 0.74113907 0.75115446 0.76116986 0.77118525 0.78120064
 0.79121603 0.80123143 0.81124682 0.82126221 0.83127761 0.841293
 0.85130839 0.86132378 0.87133918 0.88135457 0.89136996 0.90138536
 0.91140075 0.92141614 0.93143153 0.94144693 0.95146232 0.96147771
 0.97149311 0.9815085  0.99152389 1.00153928]"
272,"[0.00992486 0.01984972 0.02977459 0.03969945 0.04962431 0.05954917
 0.06947404 0.0793989  0.08932376 0.09924862 0.10917348 0.11909835
 0.12902321 0.13894807 0.14887293 0.15879779 0.16872266 0.17864752
 0.18857238 0.19849724 0.20842211 0.21834697 0.22827183 0.23819669
 0.24812155 0.25804642 0.26797128 0.27789614 0.287821   0.29774587
 0.30767073 0.31759559 0.32752045 0.33744531 0.34737018 0.35729504
 0.3672199  0.37714476 0.38706963 0.39699449 0.40691935 0.41684421
 0.42676907 0.43669394 0.4466188  0.45654366 0.46646852 0.47639338
 0.48631825 0.49624311 0.50616797 0.51609283 0.5260177  0.53594256
 0.54586742 0.55579228 0.56571714 0.57564201 0.58556687 0.59549173
 0.60541659 0.61534146 0.62526632 0.63519118 0.64511604 0.6550409
 0.66496577 0.67489063 0.68481549 0.69474035 0.70466522 0.71459008
 0.72451494 0.7344398  0.74436466 0.75428953 0.76421439 0.77413925
 0.78406411 0.79398897 0.80391384 0.8138387  0.82376356 0.83368842
 0.84361329 0.85353815 0.86346301 0.87338787 0.88331273 0.8932376
 0.90316246 0.91308732 0.92301218 0.93293705 0.94286191 0.95278677
 0.96271163 0.97263649 0.98256136 0.99248622]"
273,"[0.01004417 0.02008835 0.03013252 0.04017669 0.05022087 0.06026504
 0.07030921 0.08035338 0.09039756 0.10044173 0.1104859  0.12053008
 0.13057425 0.14061842 0.1506626  0.16070677 0.17075094 0.18079512
 0.19083929 0.20088346 0.21092764 0.22097181 0.23101598 0.24106015
 0.25110433 0.2611485  0.27119267 0.28123685 0.29128102 0.30132519
 0.31136937 0.32141354 0.33145771 0.34150189 0.35154606 0.36159023
 0.3716344  0.38167858 0.39172275 0.40176692 0.4118111  0.42185527
 0.43189944 0.44194362 0.45198779 0.46203196 0.47207614 0.48212031
 0.49216448 0.50220866 0.51225283 0.522297   0.53234117 0.54238535
 0.55242952 0.56247369 0.57251787 0.58256204 0.59260621 0.60265039
 0.61269456 0.62273873 0.63278291 0.64282708 0.65287125 0.66291542
 0.6729596  0.68300377 0.69304794 0.70309212 0.71313629 0.72318046
 0.73322464 0.74326881 0.75331298 0.76335716 0.77340133 0.7834455
 0.79348968 0.80353385 0.81357802 0.82362219 0.83366637 0.84371054
 0.85375471 0.86379889 0.87384306 0.88388723 0.89393141 0.90397558
 0.91401975 0.92406393 0.9341081  0.94415227 0.95419644 0.96424062
 0.97428479 0.98432896 0.99437314 1.00441731]"
274,"[0.01005839 0.02011678 0.03017516 0.04023355 0.05029194 0.06035033
 0.07040871 0.0804671  0.09052549 0.10058388 0.11064226 0.12070065
 0.13075904 0.14081743 0.15087581 0.1609342  0.17099259 0.18105098
 0.19110936 0.20116775 0.21122614 0.22128453 0.23134292 0.2414013
 0.25145969 0.26151808 0.27157647 0.28163485 0.29169324 0.30175163
 0.31181002 0.3218684  0.33192679 0.34198518 0.35204357 0.36210195
 0.37216034 0.38221873 0.39227712 0.4023355  0.41239389 0.42245228
 0.43251067 0.44256905 0.45262744 0.46268583 0.47274422 0.48280261
 0.49286099 0.50291938 0.51297777 0.52303616 0.53309454 0.54315293
 0.55321132 0.56326971 0.57332809 0.58338648 0.59344487 0.60350326
 0.61356164 0.62362003 0.63367842 0.64373681 0.65379519 0.66385358
 0.67391197 0.68397036 0.69402875 0.70408713 0.71414552 0.72420391
 0.7342623  0.74432068 0.75437907 0.76443746 0.77449585 0.78455423
 0.79461262 0.80467101 0.8147294  0.82478778 0.83484617 0.84490456
 0.85496295 0.86502133 0.87507972 0.88513811 0.8951965  0.90525489
 0.91531327 0.92537166 0.93543005 0.94548844 0.95554682 0.96560521
 0.9756636  0.98572199 0.99578037 1.00583876]"
275,"[0.00990599 0.01981197 0.02971796 0.03962395 0.04952993 0.05943592
 0.06934191 0.07924789 0.08915388 0.09905987 0.10896585 0.11887184
 0.12877783 0.13868382 0.1485898  0.15849579 0.16840178 0.17830776
 0.18821375 0.19811974 0.20802572 0.21793171 0.2278377  0.23774368
 0.24764967 0.25755566 0.26746164 0.27736763 0.28727362 0.2971796
 0.30708559 0.31699158 0.32689756 0.33680355 0.34670954 0.35661553
 0.36652151 0.3764275  0.38633349 0.39623947 0.40614546 0.41605145
 0.42595743 0.43586342 0.44576941 0.45567539 0.46558138 0.47548737
 0.48539335 0.49529934 0.50520533 0.51511131 0.5250173  0.53492329
 0.54482927 0.55473526 0.56464125 0.57454724 0.58445322 0.59435921
 0.6042652  0.61417118 0.62407717 0.63398316 0.64388914 0.65379513
 0.66370112 0.6736071  0.68351309 0.69341908 0.70332506 0.71323105
 0.72313704 0.73304302 0.74294901 0.752855   0.76276098 0.77266697
 0.78257296 0.79247895 0.80238493 0.81229092 0.82219691 0.83210289
 0.84200888 0.85191487 0.86182085 0.87172684 0.88163283 0.89153881
 0.9014448  0.91135079 0.92125677 0.93116276 0.94106875 0.95097473
 0.96088072 0.97078671 0.98069269 0.99059868]"
276,"[0.0098941  0.01978819 0.02968229 0.03957639 0.04947048 0.05936458
 0.06925868 0.07915277 0.08904687 0.09894096 0.10883506 0.11872916
 0.12862325 0.13851735 0.14841145 0.15830554 0.16819964 0.17809374
 0.18798783 0.19788193 0.20777603 0.21767012 0.22756422 0.23745832
 0.24735241 0.25724651 0.26714061 0.2770347  0.2869288  0.29682289
 0.30671699 0.31661109 0.32650518 0.33639928 0.34629338 0.35618747
 0.36608157 0.37597567 0.38586976 0.39576386 0.40565796 0.41555205
 0.42544615 0.43534025 0.44523434 0.45512844 0.46502253 0.47491663
 0.48481073 0.49470482 0.50459892 0.51449302 0.52438711 0.53428121
 0.54417531 0.5540694  0.5639635  0.5738576  0.58375169 0.59364579
 0.60353989 0.61343398 0.62332808 0.63322218 0.64311627 0.65301037
 0.66290446 0.67279856 0.68269266 0.69258675 0.70248085 0.71237495
 0.72226904 0.73216314 0.74205724 0.75195133 0.76184543 0.77173953
 0.78163362 0.79152772 0.80142182 0.81131591 0.82121001 0.8311041
 0.8409982  0.8508923  0.86078639 0.87068049 0.88057459 0.89046868
 0.90036278 0.91025688 0.92015097 0.93004507 0.93993917 0.94983326
 0.95972736 0.96962146 0.97951555 0.98940965]"
277,"[0.00988632 0.01977264 0.02965896 0.03954528 0.0494316  0.05931792
 0.06920424 0.07909056 0.08897688 0.09886319 0.10874951 0.11863583
 0.12852215 0.13840847 0.14829479 0.15818111 0.16806743 0.17795375
 0.18784007 0.19772639 0.20761271 0.21749903 0.22738535 0.23727167
 0.24715799 0.25704431 0.26693063 0.27681695 0.28670326 0.29658958
 0.3064759  0.31636222 0.32624854 0.33613486 0.34602118 0.3559075
 0.36579382 0.37568014 0.38556646 0.39545278 0.4053391  0.41522542
 0.42511174 0.43499806 0.44488438 0.4547707  0.46465702 0.47454333
 0.48442965 0.49431597 0.50420229 0.51408861 0.52397493 0.53386125
 0.54374757 0.55363389 0.56352021 0.57340653 0.58329285 0.59317917
 0.60306549 0.61295181 0.62283813 0.63272445 0.64261077 0.65249709
 0.6623834  0.67226972 0.68215604 0.69204236 0.70192868 0.711815
 0.72170132 0.73158764 0.74147396 0.75136028 0.7612466  0.77113292
 0.78101924 0.79090556 0.80079188 0.8106782  0.82056452 0.83045084
 0.84033716 0.85022347 0.86010979 0.86999611 0.87988243 0.88976875
 0.89965507 0.90954139 0.91942771 0.92931403 0.93920035 0.94908667
 0.95897299 0.96885931 0.97874563 0.98863195]"
278,"[0.01001778 0.02003556 0.03005334 0.04007111 0.05008889 0.06010667
 0.07012445 0.08014223 0.09016001 0.10017779 0.11019556 0.12021334
 0.13023112 0.1402489  0.15026668 0.16028446 0.17030224 0.18032001
 0.19033779 0.20035557 0.21037335 0.22039113 0.23040891 0.24042668
 0.25044446 0.26046224 0.27048002 0.2804978  0.29051558 0.30053336
 0.31055113 0.32056891 0.33058669 0.34060447 0.35062225 0.36064003
 0.37065781 0.38067558 0.39069336 0.40071114 0.41072892 0.4207467
 0.43076448 0.44078226 0.45080003 0.46081781 0.47083559 0.48085337
 0.49087115 0.50088893 0.51090671 0.52092448 0.53094226 0.54096004
 0.55097782 0.5609956  0.57101338 0.58103116 0.59104893 0.60106671
 0.61108449 0.62110227 0.63112005 0.64113783 0.65115561 0.66117338
 0.67119116 0.68120894 0.69122672 0.7012445  0.71126228 0.72128005
 0.73129783 0.74131561 0.75133339 0.76135117 0.77136895 0.78138673
 0.7914045  0.80142228 0.81144006 0.82145784 0.83147562 0.8414934
 0.85151118 0.86152895 0.87154673 0.88156451 0.89158229 0.90160007
 0.91161785 0.92163563 0.9316534  0.94167118 0.95168896 0.96170674
 0.97172452 0.9817423  0.99176008 1.00177785]"
279,"[0.01001119 0.02002238 0.03003356 0.04004475 0.05005594 0.06006713
 0.07007832 0.08008951 0.09010069 0.10011188 0.11012307 0.12013426
 0.13014545 0.14015664 0.15016782 0.16017901 0.1701902  0.18020139
 0.19021258 0.20022377 0.21023495 0.22024614 0.23025733 0.24026852
 0.25027971 0.2602909  0.27030208 0.28031327 0.29032446 0.30033565
 0.31034684 0.32035803 0.33036921 0.3403804  0.35039159 0.36040278
 0.37041397 0.38042516 0.39043634 0.40044753 0.41045872 0.42046991
 0.4304811  0.44049229 0.45050347 0.46051466 0.47052585 0.48053704
 0.49054823 0.50055942 0.5105706  0.52058179 0.53059298 0.54060417
 0.55061536 0.56062655 0.57063773 0.58064892 0.59066011 0.6006713
 0.61068249 0.62069368 0.63070486 0.64071605 0.65072724 0.66073843
 0.67074962 0.68076081 0.69077199 0.70078318 0.71079437 0.72080556
 0.73081675 0.74082794 0.75083912 0.76085031 0.7708615  0.78087269
 0.79088388 0.80089506 0.81090625 0.82091744 0.83092863 0.84093982
 0.85095101 0.86096219 0.87097338 0.88098457 0.89099576 0.90100695
 0.91101814 0.92102932 0.93104051 0.9410517  0.95106289 0.96107408
 0.97108527 0.98109645 0.99110764 1.00111883]"
280,"[0.00987237 0.01974474 0.02961712 0.03948949 0.04936186 0.05923423
 0.0691066  0.07897897 0.08885135 0.09872372 0.10859609 0.11846846
 0.12834083 0.13821321 0.14808558 0.15795795 0.16783032 0.17770269
 0.18757507 0.19744744 0.20731981 0.21719218 0.22706455 0.23693692
 0.2468093  0.25668167 0.26655404 0.27642641 0.28629878 0.29617116
 0.30604353 0.3159159  0.32578827 0.33566064 0.34553301 0.35540539
 0.36527776 0.37515013 0.3850225  0.39489487 0.40476725 0.41463962
 0.42451199 0.43438436 0.44425673 0.45412911 0.46400148 0.47387385
 0.48374622 0.49361859 0.50349096 0.51336334 0.52323571 0.53310808
 0.54298045 0.55285282 0.5627252  0.57259757 0.58246994 0.59234231
 0.60221468 0.61208705 0.62195943 0.6318318  0.64170417 0.65157654
 0.66144891 0.67132129 0.68119366 0.69106603 0.7009384  0.71081077
 0.72068314 0.73055552 0.74042789 0.75030026 0.76017263 0.770045
 0.77991738 0.78978975 0.79966212 0.80953449 0.81940686 0.82927924
 0.83915161 0.84902398 0.85889635 0.86876872 0.87864109 0.88851347
 0.89838584 0.90825821 0.91813058 0.92800295 0.93787533 0.9477477
 0.95762007 0.96749244 0.97736481 0.98723718]"
281,"[0.00987788 0.01975575 0.02963363 0.0395115  0.04938938 0.05926725
 0.06914513 0.07902301 0.08890088 0.09877876 0.10865663 0.11853451
 0.12841238 0.13829026 0.14816814 0.15804601 0.16792389 0.17780176
 0.18767964 0.19755751 0.20743539 0.21731327 0.22719114 0.23706902
 0.24694689 0.25682477 0.26670264 0.27658052 0.2864584  0.29633627
 0.30621415 0.31609202 0.3259699  0.33584777 0.34572565 0.35560352
 0.3654814  0.37535928 0.38523715 0.39511503 0.4049929  0.41487078
 0.42474865 0.43462653 0.44450441 0.45438228 0.46426016 0.47413803
 0.48401591 0.49389378 0.50377166 0.51364954 0.52352741 0.53340529
 0.54328316 0.55316104 0.56303891 0.57291679 0.58279467 0.59267254
 0.60255042 0.61242829 0.62230617 0.63218404 0.64206192 0.6519398
 0.66181767 0.67169555 0.68157342 0.6914513  0.70132917 0.71120705
 0.72108493 0.7309628  0.74084068 0.75071855 0.76059643 0.7704743
 0.78035218 0.79023006 0.80010793 0.80998581 0.81986368 0.82974156
 0.83961943 0.84949731 0.85937519 0.86925306 0.87913094 0.88900881
 0.89888669 0.90876456 0.91864244 0.92852032 0.93839819 0.94827607
 0.95815394 0.96803182 0.97790969 0.98778757]"
282,"[0.0098665  0.019733   0.0295995  0.039466   0.0493325  0.059199
 0.0690655  0.078932   0.0887985  0.098665   0.1085315  0.118398
 0.1282645  0.138131   0.1479975  0.157864   0.1677305  0.177597
 0.1874635  0.19733    0.2071965  0.217063   0.2269295  0.236796
 0.2466625  0.256529   0.2663955  0.276262   0.2861285  0.295995
 0.3058615  0.315728   0.3255945  0.335461   0.3453275  0.355194
 0.3650605  0.374927   0.3847935  0.39466    0.4045265  0.414393
 0.4242595  0.434126   0.4439925  0.453859   0.4637255  0.473592
 0.4834585  0.493325   0.5031915  0.513058   0.5229245  0.532791
 0.5426575  0.552524   0.5623905  0.572257   0.5821235  0.59199
 0.6018565  0.611723   0.6215895  0.631456   0.6413225  0.65118899
 0.66105549 0.67092199 0.68078849 0.69065499 0.70052149 0.71038799
 0.72025449 0.73012099 0.73998749 0.74985399 0.75972049 0.76958699
 0.77945349 0.78931999 0.79918649 0.80905299 0.81891949 0.82878599
 0.83865249 0.84851899 0.85838549 0.86825199 0.87811849 0.88798499
 0.89785149 0.90771799 0.91758449 0.92745099 0.93731749 0.94718399
 0.95705049 0.96691699 0.97678349 0.98664999]"
283,"[0.0099543  0.01990859 0.02986289 0.03981718 0.04977148 0.05972578
 0.06968007 0.07963437 0.08958867 0.09954296 0.10949726 0.11945155
 0.12940585 0.13936015 0.14931444 0.15926874 0.16922303 0.17917733
 0.18913163 0.19908592 0.20904022 0.21899452 0.22894881 0.23890311
 0.2488574  0.2588117  0.268766   0.27872029 0.28867459 0.29862888
 0.30858318 0.31853748 0.32849177 0.33844607 0.34840037 0.35835466
 0.36830896 0.37826325 0.38821755 0.39817185 0.40812614 0.41808044
 0.42803473 0.43798903 0.44794333 0.45789762 0.46785192 0.47780622
 0.48776051 0.49771481 0.5076691  0.5176234  0.5275777  0.53753199
 0.54748629 0.55744058 0.56739488 0.57734918 0.58730347 0.59725777
 0.60721206 0.61716636 0.62712066 0.63707495 0.64702925 0.65698355
 0.66693784 0.67689214 0.68684643 0.69680073 0.70675503 0.71670932
 0.72666362 0.73661791 0.74657221 0.75652651 0.7664808  0.7764351
 0.7863894  0.79634369 0.80629799 0.81625228 0.82620658 0.83616088
 0.84611517 0.85606947 0.86602376 0.87597806 0.88593236 0.89588665
 0.90584095 0.91579525 0.92574954 0.93570384 0.94565813 0.95561243
 0.96556673 0.97552102 0.98547532 0.99542961]"
