,Q
310,"[0.00967189 0.01934378 0.02901567 0.03868755 0.04835944 0.05803133
 0.06770322 0.07737511 0.087047   0.09671889 0.10639078 0.11606266
 0.12573455 0.13540644 0.14507833 0.15475022 0.16442211 0.174094
 0.18376588 0.19343777 0.20310966 0.21278155 0.22245344 0.23212533
 0.24179722 0.25146911 0.26114099 0.27081288 0.28048477 0.29015666
 0.29982855 0.30950044 0.31917233 0.32884421 0.3385161  0.34818799
 0.35785988 0.36753177 0.37720366 0.38687555 0.39654744 0.40621932
 0.41589121 0.4255631  0.43523499 0.44490688 0.45457877 0.46425066
 0.47392255 0.48359443 0.49326632 0.50293821 0.5126101  0.52228199
 0.53195388 0.54162577 0.55129765 0.56096954 0.57064143 0.58031332
 0.58998521 0.5996571  0.60932899 0.61900088 0.62867276 0.63834465
 0.64801654 0.65768843 0.66736032 0.67703221 0.6867041  0.69637598
 0.70604787 0.71571976 0.72539165 0.73506354 0.74473543 0.75440732
 0.76407921 0.77375109 0.78342298 0.79309487 0.80276676 0.81243865
 0.82211054 0.83178243 0.84145431 0.8511262  0.86079809 0.87046998
 0.88014187 0.88981376 0.89948565 0.90915754 0.91882942 0.92850131
 0.9381732  0.94784509 0.95751698 0.96718887]"
311,"[0.00967847 0.01935693 0.0290354  0.03871386 0.04839233 0.0580708
 0.06774926 0.07742773 0.08710619 0.09678466 0.10646313 0.11614159
 0.12582006 0.13549853 0.14517699 0.15485546 0.16453392 0.17421239
 0.18389086 0.19356932 0.20324779 0.21292625 0.22260472 0.23228319
 0.24196165 0.25164012 0.26131858 0.27099705 0.28067552 0.29035398
 0.30003245 0.30971091 0.31938938 0.32906785 0.33874631 0.34842478
 0.35810324 0.36778171 0.37746018 0.38713864 0.39681711 0.40649558
 0.41617404 0.42585251 0.43553097 0.44520944 0.45488791 0.46456637
 0.47424484 0.4839233  0.49360177 0.50328024 0.5129587  0.52263717
 0.53231563 0.5419941  0.55167257 0.56135103 0.5710295  0.58070796
 0.59038643 0.6000649  0.60974336 0.61942183 0.62910029 0.63877876
 0.64845723 0.65813569 0.66781416 0.67749263 0.68717109 0.69684956
 0.70652802 0.71620649 0.72588496 0.73556342 0.74524189 0.75492035
 0.76459882 0.77427729 0.78395575 0.79363422 0.80331268 0.81299115
 0.82266962 0.83234808 0.84202655 0.85170501 0.86138348 0.87106195
 0.88074041 0.89041888 0.90009734 0.90977581 0.91945428 0.92913274
 0.93881121 0.94848968 0.95816814 0.96784661]"
312,"[7.76994743e-16 9.67820285e-03 1.93564057e-02 2.90346085e-02
 3.87128114e-02 4.83910142e-02 5.80692171e-02 6.77474199e-02
 7.74256228e-02 8.71038256e-02 9.67820285e-02 1.06460231e-01
 1.16138434e-01 1.25816637e-01 1.35494840e-01 1.45173043e-01
 1.54851246e-01 1.64529448e-01 1.74207651e-01 1.83885854e-01
 1.93564057e-01 2.03242260e-01 2.12920463e-01 2.22598665e-01
 2.32276868e-01 2.41955071e-01 2.51633274e-01 2.61311477e-01
 2.70989680e-01 2.80667883e-01 2.90346085e-01 3.00024288e-01
 3.09702491e-01 3.19380694e-01 3.29058897e-01 3.38737100e-01
 3.48415302e-01 3.58093505e-01 3.67771708e-01 3.77449911e-01
 3.87128114e-01 3.96806317e-01 4.06484520e-01 4.16162722e-01
 4.25840925e-01 4.35519128e-01 4.45197331e-01 4.54875534e-01
 4.64553737e-01 4.74231939e-01 4.83910142e-01 4.93588345e-01
 5.03266548e-01 5.12944751e-01 5.22622954e-01 5.32301157e-01
 5.41979359e-01 5.51657562e-01 5.61335765e-01 5.71013968e-01
 5.80692171e-01 5.90370374e-01 6.00048577e-01 6.09726779e-01
 6.19404982e-01 6.29083185e-01 6.38761388e-01 6.48439591e-01
 6.58117794e-01 6.67795996e-01 6.77474199e-01 6.87152402e-01
 6.96830605e-01 7.06508808e-01 7.16187011e-01 7.25865214e-01
 7.35543416e-01 7.45221619e-01 7.54899822e-01 7.64578025e-01
 7.74256228e-01 7.83934431e-01 7.93612633e-01 8.03290836e-01
 8.12969039e-01 8.22647242e-01 8.32325445e-01 8.42003648e-01
 8.51681851e-01 8.61360053e-01 8.71038256e-01 8.80716459e-01
 8.90394662e-01 9.00072865e-01 9.09751068e-01 9.19429270e-01
 9.29107473e-01 9.38785676e-01 9.48463879e-01 9.58142082e-01]"
313,"[0.00967679 0.01935358 0.02903037 0.03870716 0.04838395 0.05806074
 0.06773753 0.07741432 0.08709111 0.0967679  0.10644469 0.11612148
 0.12579826 0.13547505 0.14515184 0.15482863 0.16450542 0.17418221
 0.183859   0.19353579 0.20321258 0.21288937 0.22256616 0.23224295
 0.24191974 0.25159653 0.26127332 0.27095011 0.2806269  0.29030369
 0.29998048 0.30965727 0.31933406 0.32901085 0.33868764 0.34836443
 0.35804122 0.367718   0.37739479 0.38707158 0.39674837 0.40642516
 0.41610195 0.42577874 0.43545553 0.44513232 0.45480911 0.4644859
 0.47416269 0.48383948 0.49351627 0.50319306 0.51286985 0.52254664
 0.53222343 0.54190022 0.55157701 0.5612538  0.57093059 0.58060738
 0.59028417 0.59996096 0.60963774 0.61931453 0.62899132 0.63866811
 0.6483449  0.65802169 0.66769848 0.67737527 0.68705206 0.69672885
 0.70640564 0.71608243 0.72575922 0.73543601 0.7451128  0.75478959
 0.76446638 0.77414317 0.78381996 0.79349675 0.80317354 0.81285033
 0.82252712 0.83220391 0.8418807  0.85155748 0.86123427 0.87091106
 0.88058785 0.89026464 0.89994143 0.90961822 0.91929501 0.9289718
 0.93864859 0.94832538 0.95800217 0.96767896]"
314,"[0.00967366 0.01934733 0.02902099 0.03869466 0.04836832 0.05804198
 0.06771565 0.07738931 0.08706298 0.09673664 0.1064103  0.11608397
 0.12575763 0.1354313  0.14510496 0.15477862 0.16445229 0.17412595
 0.18379961 0.19347328 0.20314694 0.21282061 0.22249427 0.23216793
 0.2418416  0.25151526 0.26118893 0.27086259 0.28053625 0.29020992
 0.29988358 0.30955725 0.31923091 0.32890457 0.33857824 0.3482519
 0.35792557 0.36759923 0.37727289 0.38694656 0.39662022 0.40629389
 0.41596755 0.42564121 0.43531488 0.44498854 0.45466221 0.46433587
 0.47400953 0.4836832  0.49335686 0.50303053 0.51270419 0.52237785
 0.53205152 0.54172518 0.55139884 0.56107251 0.57074617 0.58041984
 0.5900935  0.59976716 0.60944083 0.61911449 0.62878816 0.63846182
 0.64813548 0.65780915 0.66748281 0.67715648 0.68683014 0.6965038
 0.70617747 0.71585113 0.7255248  0.73519846 0.74487212 0.75454579
 0.76421945 0.77389312 0.78356678 0.79324044 0.80291411 0.81258777
 0.82226144 0.8319351  0.84160876 0.85128243 0.86095609 0.87062975
 0.88030342 0.88997708 0.89965075 0.90932441 0.91899807 0.92867174
 0.9383454  0.94801907 0.95769273 0.96736639]"
315,"[0.00967153 0.01934307 0.0290146  0.03868614 0.04835767 0.0580292
 0.06770074 0.07737227 0.08704381 0.09671534 0.10638687 0.11605841
 0.12572994 0.13540147 0.14507301 0.15474454 0.16441608 0.17408761
 0.18375914 0.19343068 0.20310221 0.21277375 0.22244528 0.23211681
 0.24178835 0.25145988 0.26113142 0.27080295 0.28047448 0.29014602
 0.29981755 0.30948908 0.31916062 0.32883215 0.33850369 0.34817522
 0.35784675 0.36751829 0.37718982 0.38686136 0.39653289 0.40620442
 0.41587596 0.42554749 0.43521903 0.44489056 0.45456209 0.46423363
 0.47390516 0.4835767  0.49324823 0.50291976 0.5125913  0.52226283
 0.53193436 0.5416059  0.55127743 0.56094897 0.5706205  0.58029203
 0.58996357 0.5996351  0.60930664 0.61897817 0.6286497  0.63832124
 0.64799277 0.65766431 0.66733584 0.67700737 0.68667891 0.69635044
 0.70602198 0.71569351 0.72536504 0.73503658 0.74470811 0.75437964
 0.76405118 0.77372271 0.78339425 0.79306578 0.80273731 0.81240885
 0.82208038 0.83175192 0.84142345 0.85109498 0.86076652 0.87043805
 0.88010959 0.88978112 0.89945265 0.90912419 0.91879572 0.92846725
 0.93813879 0.94781032 0.95748186 0.96715339]"
316,"[0.00966802 0.01933605 0.02900407 0.03867209 0.04834012 0.05800814
 0.06767616 0.07734418 0.08701221 0.09668023 0.10634825 0.11601628
 0.1256843  0.13535232 0.14502035 0.15468837 0.16435639 0.17402442
 0.18369244 0.19336046 0.20302848 0.21269651 0.22236453 0.23203255
 0.24170058 0.2513686  0.26103662 0.27070465 0.28037267 0.29004069
 0.29970872 0.30937674 0.31904476 0.32871279 0.33838081 0.34804883
 0.35771685 0.36738488 0.3770529  0.38672092 0.39638895 0.40605697
 0.41572499 0.42539302 0.43506104 0.44472906 0.45439709 0.46406511
 0.47373313 0.48340115 0.49306918 0.5027372  0.51240522 0.52207325
 0.53174127 0.54140929 0.55107732 0.56074534 0.57041336 0.58008139
 0.58974941 0.59941743 0.60908545 0.61875348 0.6284215  0.63808952
 0.64775755 0.65742557 0.66709359 0.67676162 0.68642964 0.69609766
 0.70576569 0.71543371 0.72510173 0.73476976 0.74443778 0.7541058
 0.76377382 0.77344185 0.78310987 0.79277789 0.80244592 0.81211394
 0.82178196 0.83144999 0.84111801 0.85078603 0.86045406 0.87012208
 0.8797901  0.88945812 0.89912615 0.90879417 0.91846219 0.92813022
 0.93779824 0.94746626 0.95713429 0.96680231]"
317,"[0.00966337 0.01932674 0.0289901  0.03865347 0.04831684 0.05798021
 0.06764357 0.07730694 0.08697031 0.09663368 0.10629705 0.11596041
 0.12562378 0.13528715 0.14495052 0.15461389 0.16427725 0.17394062
 0.18360399 0.19326736 0.20293072 0.21259409 0.22225746 0.23192083
 0.2415842  0.25124756 0.26091093 0.2705743  0.28023767 0.28990104
 0.2995644  0.30922777 0.31889114 0.32855451 0.33821787 0.34788124
 0.35754461 0.36720798 0.37687135 0.38653471 0.39619808 0.40586145
 0.41552482 0.42518819 0.43485155 0.44451492 0.45417829 0.46384166
 0.47350502 0.48316839 0.49283176 0.50249513 0.5121585  0.52182186
 0.53148523 0.5411486  0.55081197 0.56047533 0.5701387  0.57980207
 0.58946544 0.59912881 0.60879217 0.61845554 0.62811891 0.63778228
 0.64744565 0.65710901 0.66677238 0.67643575 0.68609912 0.69576248
 0.70542585 0.71508922 0.72475259 0.73441596 0.74407932 0.75374269
 0.76340606 0.77306943 0.7827328  0.79239616 0.80205953 0.8117229
 0.82138627 0.83104963 0.840713   0.85037637 0.86003974 0.86970311
 0.87936647 0.88902984 0.89869321 0.90835658 0.91801995 0.92768331
 0.93734668 0.94701005 0.95667342 0.96633678]"
318,"[0.00966359 0.01932717 0.02899076 0.03865434 0.04831793 0.05798151
 0.0676451  0.07730868 0.08697227 0.09663585 0.10629944 0.11596302
 0.12562661 0.13529019 0.14495378 0.15461736 0.16428095 0.17394453
 0.18360812 0.1932717  0.20293529 0.21259887 0.22226246 0.23192604
 0.24158963 0.25125321 0.2609168  0.27058038 0.28024397 0.28990755
 0.29957114 0.30923472 0.31889831 0.32856189 0.33822548 0.34788906
 0.35755265 0.36721623 0.37687982 0.3865434  0.39620699 0.40587057
 0.41553416 0.42519774 0.43486133 0.44452491 0.4541885  0.46385208
 0.47351567 0.48317925 0.49284284 0.50250642 0.51217001 0.52183359
 0.53149718 0.54116076 0.55082435 0.56048793 0.57015152 0.5798151
 0.58947869 0.59914227 0.60880586 0.61846944 0.62813303 0.63779661
 0.6474602  0.65712378 0.66678737 0.67645095 0.68611454 0.69577812
 0.70544171 0.71510529 0.72476888 0.73443246 0.74409605 0.75375963
 0.76342322 0.7730868  0.78275039 0.79241397 0.80207756 0.81174114
 0.82140473 0.83106831 0.8407319  0.85039548 0.86005907 0.86972265
 0.87938624 0.88904982 0.89871341 0.90837699 0.91804058 0.92770416
 0.93736775 0.94703133 0.95669492 0.9663585 ]"
319,"[0.00966291 0.01932583 0.02898874 0.03865165 0.04831457 0.05797748
 0.0676404  0.07730331 0.08696622 0.09662914 0.10629205 0.11595496
 0.12561788 0.13528079 0.1449437  0.15460662 0.16426953 0.17393245
 0.18359536 0.19325827 0.20292119 0.2125841  0.22224701 0.23190993
 0.24157284 0.25123575 0.26089867 0.27056158 0.2802245  0.28988741
 0.29955032 0.30921324 0.31887615 0.32853906 0.33820198 0.34786489
 0.35752781 0.36719072 0.37685363 0.38651655 0.39617946 0.40584237
 0.41550529 0.4251682  0.43483111 0.44449403 0.45415694 0.46381986
 0.47348277 0.48314568 0.4928086  0.50247151 0.51213442 0.52179734
 0.53146025 0.54112316 0.55078608 0.56044899 0.57011191 0.57977482
 0.58943773 0.59910065 0.60876356 0.61842647 0.62808939 0.6377523
 0.64741521 0.65707813 0.66674104 0.67640396 0.68606687 0.69572978
 0.7053927  0.71505561 0.72471852 0.73438144 0.74404435 0.75370726
 0.76337018 0.77303309 0.78269601 0.79235892 0.80202183 0.81168475
 0.82134766 0.83101057 0.84067349 0.8503364  0.85999931 0.86966223
 0.87932514 0.88898806 0.89865097 0.90831388 0.9179768  0.92763971
 0.93730262 0.94696554 0.95662845 0.96629137]"
320,"[0.00966013 0.01932026 0.02898039 0.03864051 0.04830064 0.05796077
 0.0676209  0.07728103 0.08694116 0.09660128 0.10626141 0.11592154
 0.12558167 0.1352418  0.14490193 0.15456205 0.16422218 0.17388231
 0.18354244 0.19320257 0.2028627  0.21252282 0.22218295 0.23184308
 0.24150321 0.25116334 0.26082347 0.27048359 0.28014372 0.28980385
 0.29946398 0.30912411 0.31878424 0.32844436 0.33810449 0.34776462
 0.35742475 0.36708488 0.37674501 0.38640513 0.39606526 0.40572539
 0.41538552 0.42504565 0.43470578 0.4443659  0.45402603 0.46368616
 0.47334629 0.48300642 0.49266655 0.50232667 0.5119868  0.52164693
 0.53130706 0.54096719 0.55062732 0.56028744 0.56994757 0.5796077
 0.58926783 0.59892796 0.60858809 0.61824821 0.62790834 0.63756847
 0.6472286  0.65688873 0.66654886 0.67620898 0.68586911 0.69552924
 0.70518937 0.7148495  0.72450963 0.73416975 0.74382988 0.75349001
 0.76315014 0.77281027 0.7824704  0.79213052 0.80179065 0.81145078
 0.82111091 0.83077104 0.84043117 0.85009129 0.85975142 0.86941155
 0.87907168 0.88873181 0.89839194 0.90805206 0.91771219 0.92737232
 0.93703245 0.94669258 0.95635271 0.96601283]"
321,"[0.00965746 0.01931492 0.02897237 0.03862983 0.04828729 0.05794475
 0.06760221 0.07725967 0.08691712 0.09657458 0.10623204 0.1158895
 0.12554696 0.13520441 0.14486187 0.15451933 0.16417679 0.17383425
 0.18349171 0.19314916 0.20280662 0.21246408 0.22212154 0.231779
 0.24143646 0.25109391 0.26075137 0.27040883 0.28006629 0.28972375
 0.2993812  0.30903866 0.31869612 0.32835358 0.33801104 0.3476685
 0.35732595 0.36698341 0.37664087 0.38629833 0.39595579 0.40561324
 0.4152707  0.42492816 0.43458562 0.44424308 0.45390054 0.46355799
 0.47321545 0.48287291 0.49253037 0.50218783 0.51184528 0.52150274
 0.5311602  0.54081766 0.55047512 0.56013258 0.56979003 0.57944749
 0.58910495 0.59876241 0.60841987 0.61807733 0.62773478 0.63739224
 0.6470497  0.65670716 0.66636462 0.67602207 0.68567953 0.69533699
 0.70499445 0.71465191 0.72430937 0.73396682 0.74362428 0.75328174
 0.7629392  0.77259666 0.78225411 0.79191157 0.80156903 0.81122649
 0.82088395 0.83054141 0.84019886 0.84985632 0.85951378 0.86917124
 0.8788287  0.88848616 0.89814361 0.90780107 0.91745853 0.92711599
 0.93677345 0.9464309  0.95608836 0.96574582]"
322,"[3.55257920e-15 9.54089809e-03 1.90817962e-02 2.86226943e-02
 3.81635923e-02 4.77044904e-02 5.72453885e-02 6.67862866e-02
 7.63271847e-02 8.58680828e-02 9.54089809e-02 1.04949879e-01
 1.14490777e-01 1.24031675e-01 1.33572573e-01 1.43113471e-01
 1.52654369e-01 1.62195267e-01 1.71736166e-01 1.81277064e-01
 1.90817962e-01 2.00358860e-01 2.09899758e-01 2.19440656e-01
 2.28981554e-01 2.38522452e-01 2.48063350e-01 2.57604248e-01
 2.67145146e-01 2.76686045e-01 2.86226943e-01 2.95767841e-01
 3.05308739e-01 3.14849637e-01 3.24390535e-01 3.33931433e-01
 3.43472331e-01 3.53013229e-01 3.62554127e-01 3.72095025e-01
 3.81635923e-01 3.91176822e-01 4.00717720e-01 4.10258618e-01
 4.19799516e-01 4.29340414e-01 4.38881312e-01 4.48422210e-01
 4.57963108e-01 4.67504006e-01 4.77044904e-01 4.86585802e-01
 4.96126701e-01 5.05667599e-01 5.15208497e-01 5.24749395e-01
 5.34290293e-01 5.43831191e-01 5.53372089e-01 5.62912987e-01
 5.72453885e-01 5.81994783e-01 5.91535681e-01 6.01076579e-01
 6.10617478e-01 6.20158376e-01 6.29699274e-01 6.39240172e-01
 6.48781070e-01 6.58321968e-01 6.67862866e-01 6.77403764e-01
 6.86944662e-01 6.96485560e-01 7.06026458e-01 7.15567357e-01
 7.25108255e-01 7.34649153e-01 7.44190051e-01 7.53730949e-01
 7.63271847e-01 7.72812745e-01 7.82353643e-01 7.91894541e-01
 8.01435439e-01 8.10976337e-01 8.20517235e-01 8.30058134e-01
 8.39599032e-01 8.49139930e-01 8.58680828e-01 8.68221726e-01
 8.77762624e-01 8.87303522e-01 8.96844420e-01 9.06385318e-01
 9.15926216e-01 9.25467114e-01 9.35008013e-01 9.44548911e-01]"
323,"[0.00951261 0.01902523 0.02853784 0.03805045 0.04756306 0.05707568
 0.06658829 0.0761009  0.08561351 0.09512613 0.10463874 0.11415135
 0.12366397 0.13317658 0.14268919 0.1522018  0.16171442 0.17122703
 0.18073964 0.19025225 0.19976487 0.20927748 0.21879009 0.22830271
 0.23781532 0.24732793 0.25684054 0.26635316 0.27586577 0.28537838
 0.29489099 0.30440361 0.31391622 0.32342883 0.33294145 0.34245406
 0.35196667 0.36147928 0.3709919  0.38050451 0.39001712 0.39952973
 0.40904235 0.41855496 0.42806757 0.43758018 0.4470928  0.45660541
 0.46611802 0.47563064 0.48514325 0.49465586 0.50416847 0.51368109
 0.5231937  0.53270631 0.54221892 0.55173154 0.56124415 0.57075676
 0.58026938 0.58978199 0.5992946  0.60880721 0.61831983 0.62783244
 0.63734505 0.64685766 0.65637028 0.66588289 0.6753955  0.68490812
 0.69442073 0.70393334 0.71344595 0.72295857 0.73247118 0.74198379
 0.7514964  0.76100902 0.77052163 0.78003424 0.78954686 0.79905947
 0.80857208 0.81808469 0.82759731 0.83710992 0.84662253 0.85613514
 0.86564776 0.87516037 0.88467298 0.8941856  0.90369821 0.91321082
 0.92272343 0.93223605 0.94174866 0.95126127]"
324,"[0.00950362 0.01900724 0.02851086 0.03801448 0.0475181  0.05702172
 0.06652534 0.07602896 0.08553258 0.0950362  0.10453982 0.11404344
 0.12354706 0.13305068 0.1425543  0.15205792 0.16156154 0.17106516
 0.18056878 0.1900724  0.19957602 0.20907964 0.21858326 0.22808688
 0.2375905  0.24709412 0.25659774 0.26610136 0.27560498 0.2851086
 0.29461222 0.30411584 0.31361946 0.32312308 0.3326267  0.34213032
 0.35163394 0.36113756 0.37064118 0.3801448  0.38964842 0.39915204
 0.40865566 0.41815928 0.4276629  0.43716652 0.44667014 0.45617376
 0.46567738 0.475181   0.48468462 0.49418824 0.50369186 0.51319548
 0.5226991  0.53220272 0.54170634 0.55120996 0.56071358 0.5702172
 0.57972082 0.58922444 0.59872805 0.60823167 0.61773529 0.62723891
 0.63674253 0.64624615 0.65574977 0.66525339 0.67475701 0.68426063
 0.69376425 0.70326787 0.71277149 0.72227511 0.73177873 0.74128235
 0.75078597 0.76028959 0.76979321 0.77929683 0.78880045 0.79830407
 0.80780769 0.81731131 0.82681493 0.83631855 0.84582217 0.85532579
 0.86482941 0.87433303 0.88383665 0.89334027 0.90284389 0.91234751
 0.92185113 0.93135475 0.94085837 0.95036199]"
325,"[0.00948601 0.01897201 0.02845802 0.03794403 0.04743003 0.05691604
 0.06640205 0.07588806 0.08537406 0.09486007 0.10434608 0.11383208
 0.12331809 0.1328041  0.1422901  0.15177611 0.16126212 0.17074813
 0.18023413 0.18972014 0.19920615 0.20869215 0.21817816 0.22766417
 0.23715017 0.24663618 0.25612219 0.2656082  0.2750942  0.28458021
 0.29406622 0.30355222 0.31303823 0.32252424 0.33201024 0.34149625
 0.35098226 0.36046827 0.36995427 0.37944028 0.38892629 0.39841229
 0.4078983  0.41738431 0.42687031 0.43635632 0.44584233 0.45532833
 0.46481434 0.47430035 0.48378636 0.49327236 0.50275837 0.51224438
 0.52173038 0.53121639 0.5407024  0.5501884  0.55967441 0.56916042
 0.57864643 0.58813243 0.59761844 0.60710445 0.61659045 0.62607646
 0.63556247 0.64504847 0.65453448 0.66402049 0.6735065  0.6829925
 0.69247851 0.70196452 0.71145052 0.72093653 0.73042254 0.73990854
 0.74939455 0.75888056 0.76836657 0.77785257 0.78733858 0.79682459
 0.80631059 0.8157966  0.82528261 0.83476861 0.84425462 0.85374063
 0.86322663 0.87271264 0.88219865 0.89168466 0.90117066 0.91065667
 0.92014268 0.92962868 0.93911469 0.9486007 ]"
326,"[0.00946137 0.01892275 0.02838412 0.03784549 0.04730687 0.05676824
 0.06622961 0.07569099 0.08515236 0.09461374 0.10407511 0.11353648
 0.12299786 0.13245923 0.1419206  0.15138198 0.16084335 0.17030472
 0.1797661  0.18922747 0.19868884 0.20815022 0.21761159 0.22707297
 0.23653434 0.24599571 0.25545709 0.26491846 0.27437983 0.28384121
 0.29330258 0.30276395 0.31222533 0.3216867  0.33114807 0.34060945
 0.35007082 0.3595322  0.36899357 0.37845494 0.38791632 0.39737769
 0.40683906 0.41630044 0.42576181 0.43522318 0.44468456 0.45414593
 0.4636073  0.47306868 0.48253005 0.49199142 0.5014528  0.51091417
 0.52037555 0.52983692 0.53929829 0.54875967 0.55822104 0.56768241
 0.57714379 0.58660516 0.59606653 0.60552791 0.61498928 0.62445065
 0.63391203 0.6433734  0.65283478 0.66229615 0.67175752 0.6812189
 0.69068027 0.70014164 0.70960302 0.71906439 0.72852576 0.73798714
 0.74744851 0.75690988 0.76637126 0.77583263 0.78529401 0.79475538
 0.80421675 0.81367813 0.8231395  0.83260087 0.84206225 0.85152362
 0.86098499 0.87044637 0.87990774 0.88936911 0.89883049 0.90829186
 0.91775323 0.92721461 0.93667598 0.94613736]"
327,"[1.11026337e-15 9.55943674e-03 1.91188735e-02 2.86783102e-02
 3.82377469e-02 4.77971837e-02 5.73566204e-02 6.69160571e-02
 7.64754939e-02 8.60349306e-02 9.55943674e-02 1.05153804e-01
 1.14713241e-01 1.24272678e-01 1.33832114e-01 1.43391551e-01
 1.52950988e-01 1.62510424e-01 1.72069861e-01 1.81629298e-01
 1.91188735e-01 2.00748171e-01 2.10307608e-01 2.19867045e-01
 2.29426482e-01 2.38985918e-01 2.48545355e-01 2.58104792e-01
 2.67664229e-01 2.77223665e-01 2.86783102e-01 2.96342539e-01
 3.05901976e-01 3.15461412e-01 3.25020849e-01 3.34580286e-01
 3.44139722e-01 3.53699159e-01 3.63258596e-01 3.72818033e-01
 3.82377469e-01 3.91936906e-01 4.01496343e-01 4.11055780e-01
 4.20615216e-01 4.30174653e-01 4.39734090e-01 4.49293527e-01
 4.58852963e-01 4.68412400e-01 4.77971837e-01 4.87531273e-01
 4.97090710e-01 5.06650147e-01 5.16209584e-01 5.25769020e-01
 5.35328457e-01 5.44887894e-01 5.54447331e-01 5.64006767e-01
 5.73566204e-01 5.83125641e-01 5.92685078e-01 6.02244514e-01
 6.11803951e-01 6.21363388e-01 6.30922825e-01 6.40482261e-01
 6.50041698e-01 6.59601135e-01 6.69160571e-01 6.78720008e-01
 6.88279445e-01 6.97838882e-01 7.07398318e-01 7.16957755e-01
 7.26517192e-01 7.36076629e-01 7.45636065e-01 7.55195502e-01
 7.64754939e-01 7.74314376e-01 7.83873812e-01 7.93433249e-01
 8.02992686e-01 8.12552122e-01 8.22111559e-01 8.31670996e-01
 8.41230433e-01 8.50789869e-01 8.60349306e-01 8.69908743e-01
 8.79468180e-01 8.89027616e-01 8.98587053e-01 9.08146490e-01
 9.17705927e-01 9.27265363e-01 9.36824800e-01 9.46384237e-01]"
328,"[0.0095746  0.0191492  0.0287238  0.0382984  0.047873   0.0574476
 0.0670222  0.0765968  0.0861714  0.095746   0.1053206  0.1148952
 0.1244698  0.1340444  0.143619   0.1531936  0.1627682  0.1723428
 0.1819174  0.191492   0.2010666  0.2106412  0.2202158  0.2297904
 0.239365   0.2489396  0.2585142  0.2680888  0.2776634  0.28723801
 0.29681261 0.30638721 0.31596181 0.32553641 0.33511101 0.34468561
 0.35426021 0.36383481 0.37340941 0.38298401 0.39255861 0.40213321
 0.41170781 0.42128241 0.43085701 0.44043161 0.45000621 0.45958081
 0.46915541 0.47873001 0.48830461 0.49787921 0.50745381 0.51702841
 0.52660301 0.53617761 0.54575221 0.55532681 0.56490141 0.57447601
 0.58405061 0.59362521 0.60319981 0.61277441 0.62234901 0.63192361
 0.64149821 0.65107281 0.66064741 0.67022201 0.67979661 0.68937121
 0.69894581 0.70852041 0.71809501 0.72766961 0.73724421 0.74681881
 0.75639341 0.76596801 0.77554261 0.78511721 0.79469181 0.80426641
 0.81384101 0.82341561 0.83299021 0.84256482 0.85213942 0.86171402
 0.87128862 0.88086322 0.89043782 0.90001242 0.90958702 0.91916162
 0.92873622 0.93831082 0.94788542 0.95746002]"
329,"[0.00950541 0.01901082 0.02851623 0.03802165 0.04752706 0.05703247
 0.06653788 0.07604329 0.0855487  0.09505412 0.10455953 0.11406494
 0.12357035 0.13307576 0.14258117 0.15208659 0.161592   0.17109741
 0.18060282 0.19010823 0.19961364 0.20911905 0.21862447 0.22812988
 0.23763529 0.2471407  0.25664611 0.26615152 0.27565694 0.28516235
 0.29466776 0.30417317 0.31367858 0.32318399 0.3326894  0.34219482
 0.35170023 0.36120564 0.37071105 0.38021646 0.38972187 0.39922729
 0.4087327  0.41823811 0.42774352 0.43724893 0.44675434 0.45625976
 0.46576517 0.47527058 0.48477599 0.4942814  0.50378681 0.51329222
 0.52279764 0.53230305 0.54180846 0.55131387 0.56081928 0.57032469
 0.57983011 0.58933552 0.59884093 0.60834634 0.61785175 0.62735716
 0.63686257 0.64636799 0.6558734  0.66537881 0.67488422 0.68438963
 0.69389504 0.70340046 0.71290587 0.72241128 0.73191669 0.7414221
 0.75092751 0.76043293 0.76993834 0.77944375 0.78894916 0.79845457
 0.80795998 0.81746539 0.82697081 0.83647622 0.84598163 0.85548704
 0.86499245 0.87449786 0.88400328 0.89350869 0.9030141  0.91251951
 0.92202492 0.93153033 0.94103574 0.95054116]"
330,"[0.00945336 0.01890673 0.02836009 0.03781345 0.04726681 0.05672018
 0.06617354 0.0756269  0.08508026 0.09453363 0.10398699 0.11344035
 0.12289372 0.13234708 0.14180044 0.1512538  0.16070717 0.17016053
 0.17961389 0.18906726 0.19852062 0.20797398 0.21742734 0.22688071
 0.23633407 0.24578743 0.25524079 0.26469416 0.27414752 0.28360088
 0.29305425 0.30250761 0.31196097 0.32141433 0.3308677  0.34032106
 0.34977442 0.35922779 0.36868115 0.37813451 0.38758787 0.39704124
 0.4064946  0.41594796 0.42540132 0.43485469 0.44430805 0.45376141
 0.46321478 0.47266814 0.4821215  0.49157486 0.50102823 0.51048159
 0.51993495 0.52938832 0.53884168 0.54829504 0.5577484  0.56720177
 0.57665513 0.58610849 0.59556185 0.60501522 0.61446858 0.62392194
 0.63337531 0.64282867 0.65228203 0.66173539 0.67118876 0.68064212
 0.69009548 0.69954885 0.70900221 0.71845557 0.72790893 0.7373623
 0.74681566 0.75626902 0.76572238 0.77517575 0.78462911 0.79408247
 0.80353584 0.8129892  0.82244256 0.83189592 0.84134929 0.85080265
 0.86025601 0.86970938 0.87916274 0.8886161  0.89806946 0.90752283
 0.91697619 0.92642955 0.93588291 0.94533628]"
