,Q
351,"[0.00933155 0.01866311 0.02799466 0.03732621 0.04665776 0.05598932
 0.06532087 0.07465242 0.08398397 0.09331553 0.10264708 0.11197863
 0.12131018 0.13064174 0.13997329 0.14930484 0.15863639 0.16796795
 0.1772995  0.18663105 0.1959626  0.20529416 0.21462571 0.22395726
 0.23328881 0.24262037 0.25195192 0.26128347 0.27061502 0.27994658
 0.28927813 0.29860968 0.30794123 0.31727279 0.32660434 0.33593589
 0.34526744 0.354599   0.36393055 0.3732621  0.38259365 0.39192521
 0.40125676 0.41058831 0.41991986 0.42925142 0.43858297 0.44791452
 0.45724607 0.46657763 0.47590918 0.48524073 0.49457228 0.50390384
 0.51323539 0.52256694 0.53189849 0.54123005 0.5505616  0.55989315
 0.5692247  0.57855626 0.58788781 0.59721936 0.60655091 0.61588247
 0.62521402 0.63454557 0.64387712 0.65320868 0.66254023 0.67187178
 0.68120333 0.69053489 0.69986644 0.70919799 0.71852954 0.7278611
 0.73719265 0.7465242  0.75585575 0.76518731 0.77451886 0.78385041
 0.79318196 0.80251352 0.81184507 0.82117662 0.83050817 0.83983973
 0.84917128 0.85850283 0.86783438 0.87716594 0.88649749 0.89582904
 0.90516059 0.91449215 0.9238237  0.93315525]"
352,"[0.0093406  0.01868119 0.02802179 0.03736239 0.04670299 0.05604358
 0.06538418 0.07472478 0.08406537 0.09340597 0.10274657 0.11208717
 0.12142776 0.13076836 0.14010896 0.14944956 0.15879015 0.16813075
 0.17747135 0.18681194 0.19615254 0.20549314 0.21483374 0.22417433
 0.23351493 0.24285553 0.25219612 0.26153672 0.27087732 0.28021792
 0.28955851 0.29889911 0.30823971 0.3175803  0.3269209  0.3362615
 0.3456021  0.35494269 0.36428329 0.37362389 0.38296449 0.39230508
 0.40164568 0.41098628 0.42032687 0.42966747 0.43900807 0.44834867
 0.45768926 0.46702986 0.47637046 0.48571105 0.49505165 0.50439225
 0.51373285 0.52307344 0.53241404 0.54175464 0.55109523 0.56043583
 0.56977643 0.57911703 0.58845762 0.59779822 0.60713882 0.61647942
 0.62582001 0.63516061 0.64450121 0.6538418  0.6631824  0.672523
 0.6818636  0.69120419 0.70054479 0.70988539 0.71922598 0.72856658
 0.73790718 0.74724778 0.75658837 0.76592897 0.77526957 0.78461017
 0.79395076 0.80329136 0.81263196 0.82197255 0.83131315 0.84065375
 0.84999435 0.85933494 0.86867554 0.87801614 0.88735673 0.89669733
 0.90603793 0.91537853 0.92471912 0.93405972]"
353,"[0.00917774 0.01835548 0.02753322 0.03671096 0.0458887  0.05506644
 0.06424418 0.07342192 0.08259967 0.09177741 0.10095515 0.11013289
 0.11931063 0.12848837 0.13766611 0.14684385 0.15602159 0.16519933
 0.17437707 0.18355481 0.19273255 0.20191029 0.21108803 0.22026577
 0.22944352 0.23862126 0.247799   0.25697674 0.26615448 0.27533222
 0.28450996 0.2936877  0.30286544 0.31204318 0.32122092 0.33039866
 0.3395764  0.34875414 0.35793188 0.36710962 0.37628737 0.38546511
 0.39464285 0.40382059 0.41299833 0.42217607 0.43135381 0.44053155
 0.44970929 0.45888703 0.46806477 0.47724251 0.48642025 0.49559799
 0.50477573 0.51395347 0.52313121 0.53230896 0.5414867  0.55066444
 0.55984218 0.56901992 0.57819766 0.5873754  0.59655314 0.60573088
 0.61490862 0.62408636 0.6332641  0.64244184 0.65161958 0.66079732
 0.66997506 0.67915281 0.68833055 0.69750829 0.70668603 0.71586377
 0.72504151 0.73421925 0.74339699 0.75257473 0.76175247 0.77093021
 0.78010795 0.78928569 0.79846343 0.80764117 0.81681891 0.82599666
 0.8351744  0.84435214 0.85352988 0.86270762 0.87188536 0.8810631
 0.89024084 0.89941858 0.90859632 0.91777406]"
354,"[0.00917732 0.01835463 0.02753195 0.03670926 0.04588658 0.05506389
 0.06424121 0.07341853 0.08259584 0.09177316 0.10095047 0.11012779
 0.1193051  0.12848242 0.13765974 0.14683705 0.15601437 0.16519168
 0.174369   0.18354631 0.19272363 0.20190094 0.21107826 0.22025558
 0.22943289 0.23861021 0.24778752 0.25696484 0.26614215 0.27531947
 0.28449679 0.2936741  0.30285142 0.31202873 0.32120605 0.33038336
 0.33956068 0.348738   0.35791531 0.36709263 0.37626994 0.38544726
 0.39462457 0.40380189 0.41297921 0.42215652 0.43133384 0.44051115
 0.44968847 0.45886578 0.4680431  0.47722041 0.48639773 0.49557505
 0.50475236 0.51392968 0.52310699 0.53228431 0.54146162 0.55063894
 0.55981626 0.56899357 0.57817089 0.5873482  0.59652552 0.60570283
 0.61488015 0.62405747 0.63323478 0.6424121  0.65158941 0.66076673
 0.66994404 0.67912136 0.68829868 0.69747599 0.70665331 0.71583062
 0.72500794 0.73418525 0.74336257 0.75253988 0.7617172  0.77089452
 0.78007183 0.78924915 0.79842646 0.80760378 0.81678109 0.82595841
 0.83513573 0.84431304 0.85349036 0.86266767 0.87184499 0.8810223
 0.89019962 0.89937694 0.90855425 0.91773157]"
355,"[1.11034406e-15 9.28075898e-03 1.85615180e-02 2.78422769e-02
 3.71230359e-02 4.64037949e-02 5.56845539e-02 6.49653128e-02
 7.42460718e-02 8.35268308e-02 9.28075898e-02 1.02088349e-01
 1.11369108e-01 1.20649867e-01 1.29930626e-01 1.39211385e-01
 1.48492144e-01 1.57772903e-01 1.67053662e-01 1.76334421e-01
 1.85615180e-01 1.94895938e-01 2.04176697e-01 2.13457456e-01
 2.22738215e-01 2.32018974e-01 2.41299733e-01 2.50580492e-01
 2.59861251e-01 2.69142010e-01 2.78422769e-01 2.87703528e-01
 2.96984287e-01 3.06265046e-01 3.15545805e-01 3.24826564e-01
 3.34107323e-01 3.43388082e-01 3.52668841e-01 3.61949600e-01
 3.71230359e-01 3.80511118e-01 3.89791877e-01 3.99072636e-01
 4.08353395e-01 4.17634154e-01 4.26914913e-01 4.36195672e-01
 4.45476431e-01 4.54757190e-01 4.64037949e-01 4.73318708e-01
 4.82599467e-01 4.91880226e-01 5.01160985e-01 5.10441744e-01
 5.19722503e-01 5.29003262e-01 5.38284021e-01 5.47564780e-01
 5.56845539e-01 5.66126298e-01 5.75407057e-01 5.84687815e-01
 5.93968574e-01 6.03249333e-01 6.12530092e-01 6.21810851e-01
 6.31091610e-01 6.40372369e-01 6.49653128e-01 6.58933887e-01
 6.68214646e-01 6.77495405e-01 6.86776164e-01 6.96056923e-01
 7.05337682e-01 7.14618441e-01 7.23899200e-01 7.33179959e-01
 7.42460718e-01 7.51741477e-01 7.61022236e-01 7.70302995e-01
 7.79583754e-01 7.88864513e-01 7.98145272e-01 8.07426031e-01
 8.16706790e-01 8.25987549e-01 8.35268308e-01 8.44549067e-01
 8.53829826e-01 8.63110585e-01 8.72391344e-01 8.81672103e-01
 8.90952862e-01 9.00233621e-01 9.09514380e-01 9.18795139e-01]"
356,"[0.00930044 0.01860089 0.02790133 0.03720177 0.04650221 0.05580266
 0.0651031  0.07440354 0.08370399 0.09300443 0.10230487 0.11160531
 0.12090576 0.1302062  0.13950664 0.14880708 0.15810753 0.16740797
 0.17670841 0.18600886 0.1953093  0.20460974 0.21391018 0.22321063
 0.23251107 0.24181151 0.25111196 0.2604124  0.26971284 0.27901328
 0.28831373 0.29761417 0.30691461 0.31621506 0.3255155  0.33481594
 0.34411638 0.35341683 0.36271727 0.37201771 0.38131815 0.3906186
 0.39991904 0.40921948 0.41851993 0.42782037 0.43712081 0.44642125
 0.4557217  0.46502214 0.47432258 0.48362303 0.49292347 0.50222391
 0.51152435 0.5208248  0.53012524 0.53942568 0.54872613 0.55802657
 0.56732701 0.57662745 0.5859279  0.59522834 0.60452878 0.61382922
 0.62312967 0.63243011 0.64173055 0.651031   0.66033144 0.66963188
 0.67893232 0.68823277 0.69753321 0.70683365 0.7161341  0.72543454
 0.73473498 0.74403542 0.75333587 0.76263631 0.77193675 0.7812372
 0.79053764 0.79983808 0.80913852 0.81843897 0.82773941 0.83703985
 0.8463403  0.85564074 0.86494118 0.87424162 0.88354207 0.89284251
 0.90214295 0.91144339 0.92074384 0.93004428]"
357,"[0.00929864 0.01859728 0.02789591 0.03719455 0.04649319 0.05579183
 0.06509046 0.0743891  0.08368774 0.09298638 0.10228501 0.11158365
 0.12088229 0.13018093 0.13947957 0.1487782  0.15807684 0.16737548
 0.17667412 0.18597275 0.19527139 0.20457003 0.21386867 0.2231673
 0.23246594 0.24176458 0.25106322 0.26036185 0.26966049 0.27895913
 0.28825777 0.29755641 0.30685504 0.31615368 0.32545232 0.33475096
 0.34404959 0.35334823 0.36264687 0.37194551 0.38124414 0.39054278
 0.39984142 0.40914006 0.4184387  0.42773733 0.43703597 0.44633461
 0.45563325 0.46493188 0.47423052 0.48352916 0.4928278  0.50212643
 0.51142507 0.52072371 0.53002235 0.53932099 0.54861962 0.55791826
 0.5672169  0.57651554 0.58581417 0.59511281 0.60441145 0.61371009
 0.62300872 0.63230736 0.641606   0.65090464 0.66020327 0.66950191
 0.67880055 0.68809919 0.69739783 0.70669646 0.7159951  0.72529374
 0.73459238 0.74389101 0.75318965 0.76248829 0.77178693 0.78108556
 0.7903842  0.79968284 0.80898148 0.81828012 0.82757875 0.83687739
 0.84617603 0.85547467 0.8647733  0.87407194 0.88337058 0.89266922
 0.90196785 0.91126649 0.92056513 0.92986377]"
358,"[0.00934097 0.01868194 0.02802292 0.03736389 0.04670486 0.05604583
 0.0653868  0.07472778 0.08406875 0.09340972 0.10275069 0.11209166
 0.12143263 0.13077361 0.14011458 0.14945555 0.15879652 0.16813749
 0.17747847 0.18681944 0.19616041 0.20550138 0.21484235 0.22418333
 0.2335243  0.24286527 0.25220624 0.26154721 0.27088819 0.28022916
 0.28957013 0.2989111  0.30825207 0.31759304 0.32693402 0.33627499
 0.34561596 0.35495693 0.3642979  0.37363888 0.38297985 0.39232082
 0.40166179 0.41100276 0.42034374 0.42968471 0.43902568 0.44836665
 0.45770762 0.46704859 0.47638957 0.48573054 0.49507151 0.50441248
 0.51375345 0.52309443 0.5324354  0.54177637 0.55111734 0.56045831
 0.56979929 0.57914026 0.58848123 0.5978222  0.60716317 0.61650415
 0.62584512 0.63518609 0.64452706 0.65386803 0.663209   0.67254998
 0.68189095 0.69123192 0.70057289 0.70991386 0.71925484 0.72859581
 0.73793678 0.74727775 0.75661872 0.7659597  0.77530067 0.78464164
 0.79398261 0.80332358 0.81266456 0.82200553 0.8313465  0.84068747
 0.85002844 0.85936941 0.86871039 0.87805136 0.88739233 0.8967333
 0.90607427 0.91541525 0.92475622 0.93409719]"
359,"[0.00934871 0.01869742 0.02804613 0.03739484 0.04674356 0.05609227
 0.06544098 0.07478969 0.0841384  0.09348711 0.10283582 0.11218453
 0.12153325 0.13088196 0.14023067 0.14957938 0.15892809 0.1682768
 0.17762551 0.18697422 0.19632294 0.20567165 0.21502036 0.22436907
 0.23371778 0.24306649 0.2524152  0.26176391 0.27111263 0.28046134
 0.28981005 0.29915876 0.30850747 0.31785618 0.32720489 0.3365536
 0.34590232 0.35525103 0.36459974 0.37394845 0.38329716 0.39264587
 0.40199458 0.41134329 0.420692   0.43004072 0.43938943 0.44873814
 0.45808685 0.46743556 0.47678427 0.48613298 0.49548169 0.50483041
 0.51417912 0.52352783 0.53287654 0.54222525 0.55157396 0.56092267
 0.57027138 0.5796201  0.58896881 0.59831752 0.60766623 0.61701494
 0.62636365 0.63571236 0.64506107 0.65440979 0.6637585  0.67310721
 0.68245592 0.69180463 0.70115334 0.71050205 0.71985076 0.72919948
 0.73854819 0.7478969  0.75724561 0.76659432 0.77594303 0.78529174
 0.79464045 0.80398916 0.81333788 0.82268659 0.8320353  0.84138401
 0.85073272 0.86008143 0.86943014 0.87877885 0.88812757 0.89747628
 0.90682499 0.9161737  0.92552241 0.93487112]"
360,"[0.0093024  0.0186048  0.02790721 0.03720961 0.04651201 0.05581441
 0.06511682 0.07441922 0.08372162 0.09302402 0.10232643 0.11162883
 0.12093123 0.13023363 0.13953604 0.14883844 0.15814084 0.16744324
 0.17674564 0.18604805 0.19535045 0.20465285 0.21395525 0.22325766
 0.23256006 0.24186246 0.25116486 0.26046727 0.26976967 0.27907207
 0.28837447 0.29767687 0.30697928 0.31628168 0.32558408 0.33488648
 0.34418889 0.35349129 0.36279369 0.37209609 0.3813985  0.3907009
 0.4000033  0.4093057  0.41860811 0.42791051 0.43721291 0.44651531
 0.45581771 0.46512012 0.47442252 0.48372492 0.49302732 0.50232973
 0.51163213 0.52093453 0.53023693 0.53953934 0.54884174 0.55814414
 0.56744654 0.57674894 0.58605135 0.59535375 0.60465615 0.61395855
 0.62326096 0.63256336 0.64186576 0.65116816 0.66047057 0.66977297
 0.67907537 0.68837777 0.69768018 0.70698258 0.71628498 0.72558738
 0.73488978 0.74419219 0.75349459 0.76279699 0.77209939 0.7814018
 0.7907042  0.8000066  0.809309   0.81861141 0.82791381 0.83721621
 0.84651861 0.85582101 0.86512342 0.87442582 0.88372822 0.89303062
 0.90233303 0.91163543 0.92093783 0.93024023]"
361,"[5.10720074e-15 9.26755351e-03 1.85351070e-02 2.78026605e-02
 3.70702140e-02 4.63377675e-02 5.56053211e-02 6.48728746e-02
 7.41404281e-02 8.34079816e-02 9.26755351e-02 1.01943089e-01
 1.11210642e-01 1.20478196e-01 1.29745749e-01 1.39013303e-01
 1.48280856e-01 1.57548410e-01 1.66815963e-01 1.76083517e-01
 1.85351070e-01 1.94618624e-01 2.03886177e-01 2.13153731e-01
 2.22421284e-01 2.31688838e-01 2.40956391e-01 2.50223945e-01
 2.59491498e-01 2.68759052e-01 2.78026605e-01 2.87294159e-01
 2.96561712e-01 3.05829266e-01 3.15096819e-01 3.24364373e-01
 3.33631926e-01 3.42899480e-01 3.52167033e-01 3.61434587e-01
 3.70702140e-01 3.79969694e-01 3.89237247e-01 3.98504801e-01
 4.07772354e-01 4.17039908e-01 4.26307461e-01 4.35575015e-01
 4.44842568e-01 4.54110122e-01 4.63377675e-01 4.72645229e-01
 4.81912782e-01 4.91180336e-01 5.00447889e-01 5.09715443e-01
 5.18982996e-01 5.28250550e-01 5.37518104e-01 5.46785657e-01
 5.56053211e-01 5.65320764e-01 5.74588318e-01 5.83855871e-01
 5.93123425e-01 6.02390978e-01 6.11658532e-01 6.20926085e-01
 6.30193639e-01 6.39461192e-01 6.48728746e-01 6.57996299e-01
 6.67263853e-01 6.76531406e-01 6.85798960e-01 6.95066513e-01
 7.04334067e-01 7.13601620e-01 7.22869174e-01 7.32136727e-01
 7.41404281e-01 7.50671834e-01 7.59939388e-01 7.69206941e-01
 7.78474495e-01 7.87742048e-01 7.97009602e-01 8.06277155e-01
 8.15544709e-01 8.24812262e-01 8.34079816e-01 8.43347369e-01
 8.52614923e-01 8.61882476e-01 8.71150030e-01 8.80417583e-01
 8.89685137e-01 8.98952690e-01 9.08220244e-01 9.17487797e-01]"
362,"[0.00926571 0.01853141 0.02779712 0.03706282 0.04632853 0.05559424
 0.06485994 0.07412565 0.08339135 0.09265706 0.10192276 0.11118847
 0.12045418 0.12971988 0.13898559 0.14825129 0.157517   0.16678271
 0.17604841 0.18531412 0.19457982 0.20384553 0.21311123 0.22237694
 0.23164265 0.24090835 0.25017406 0.25943976 0.26870547 0.27797118
 0.28723688 0.29650259 0.30576829 0.315034   0.3242997  0.33356541
 0.34283112 0.35209682 0.36136253 0.37062823 0.37989394 0.38915965
 0.39842535 0.40769106 0.41695676 0.42622247 0.43548817 0.44475388
 0.45401959 0.46328529 0.472551   0.4818167  0.49108241 0.50034812
 0.50961382 0.51887953 0.52814523 0.53741094 0.54667664 0.55594235
 0.56520806 0.57447376 0.58373947 0.59300517 0.60227088 0.61153659
 0.62080229 0.630068   0.6393337  0.64859941 0.65786511 0.66713082
 0.67639653 0.68566223 0.69492794 0.70419364 0.71345935 0.72272506
 0.73199076 0.74125647 0.75052217 0.75978788 0.76905358 0.77831929
 0.787585   0.7968507  0.80611641 0.81538211 0.82464782 0.83391353
 0.84317923 0.85244494 0.86171064 0.87097635 0.88024205 0.88950776
 0.89877347 0.90803917 0.91730488 0.92657058]"
363,"[0.00929069 0.01858139 0.02787208 0.03716277 0.04645347 0.05574416
 0.06503485 0.07432555 0.08361624 0.09290693 0.10219763 0.11148832
 0.12077901 0.13006971 0.1393604  0.14865109 0.15794179 0.16723248
 0.17652317 0.18581386 0.19510456 0.20439525 0.21368594 0.22297664
 0.23226733 0.24155802 0.25084872 0.26013941 0.2694301  0.2787208
 0.28801149 0.29730218 0.30659288 0.31588357 0.32517426 0.33446496
 0.34375565 0.35304634 0.36233704 0.37162773 0.38091842 0.39020912
 0.39949981 0.4087905  0.4180812  0.42737189 0.43666258 0.44595328
 0.45524397 0.46453466 0.47382536 0.48311605 0.49240674 0.50169744
 0.51098813 0.52027882 0.52956952 0.53886021 0.5481509  0.55744159
 0.56673229 0.57602298 0.58531367 0.59460437 0.60389506 0.61318575
 0.62247645 0.63176714 0.64105783 0.65034853 0.65963922 0.66892991
 0.67822061 0.6875113  0.69680199 0.70609269 0.71538338 0.72467407
 0.73396477 0.74325546 0.75254615 0.76183685 0.77112754 0.78041823
 0.78970893 0.79899962 0.80829031 0.81758101 0.8268717  0.83616239
 0.84545309 0.85474378 0.86403447 0.87332517 0.88261586 0.89190655
 0.90119725 0.91048794 0.91977863 0.92906932]"
364,"[0.00928993 0.01857985 0.02786978 0.03715971 0.04644963 0.05573956
 0.06502949 0.07431941 0.08360934 0.09289927 0.10218919 0.11147912
 0.12076905 0.13005897 0.1393489  0.14863883 0.15792875 0.16721868
 0.1765086  0.18579853 0.19508846 0.20437838 0.21366831 0.22295824
 0.23224816 0.24153809 0.25082802 0.26011794 0.26940787 0.2786978
 0.28798772 0.29727765 0.30656758 0.3158575  0.32514743 0.33443736
 0.34372728 0.35301721 0.36230714 0.37159706 0.38088699 0.39017692
 0.39946684 0.40875677 0.4180467  0.42733662 0.43662655 0.44591648
 0.4552064  0.46449633 0.47378625 0.48307618 0.49236611 0.50165603
 0.51094596 0.52023589 0.52952581 0.53881574 0.54810567 0.55739559
 0.56668552 0.57597545 0.58526537 0.5945553  0.60384523 0.61313515
 0.62242508 0.63171501 0.64100493 0.65029486 0.65958479 0.66887471
 0.67816464 0.68745457 0.69674449 0.70603442 0.71532435 0.72461427
 0.7339042  0.74319413 0.75248405 0.76177398 0.7710639  0.78035383
 0.78964376 0.79893368 0.80822361 0.81751354 0.82680346 0.83609339
 0.84538332 0.85467324 0.86396317 0.8732531  0.88254302 0.89183295
 0.90112288 0.9104128  0.91970273 0.92899266]"
365,"[0.00930386 0.01860771 0.02791157 0.03721542 0.04651928 0.05582314
 0.06512699 0.07443085 0.0837347  0.09303856 0.10234242 0.11164627
 0.12095013 0.13025398 0.13955784 0.1488617  0.15816555 0.16746941
 0.17677326 0.18607712 0.19538098 0.20468483 0.21398869 0.22329254
 0.2325964  0.24190025 0.25120411 0.26050797 0.26981182 0.27911568
 0.28841953 0.29772339 0.30702725 0.3163311  0.32563496 0.33493881
 0.34424267 0.35354653 0.36285038 0.37215424 0.38145809 0.39076195
 0.40006581 0.40936966 0.41867352 0.42797737 0.43728123 0.44658509
 0.45588894 0.4651928  0.47449665 0.48380051 0.49310437 0.50240822
 0.51171208 0.52101593 0.53031979 0.53962365 0.5489275  0.55823136
 0.56753521 0.57683907 0.58614293 0.59544678 0.60475064 0.61405449
 0.62335835 0.63266221 0.64196606 0.65126992 0.66057377 0.66987763
 0.67918148 0.68848534 0.6977892  0.70709305 0.71639691 0.72570076
 0.73500462 0.74430848 0.75361233 0.76291619 0.77222004 0.7815239
 0.79082776 0.80013161 0.80943547 0.81873932 0.82804318 0.83734704
 0.84665089 0.85595475 0.8652586  0.87456246 0.88386632 0.89317017
 0.90247403 0.91177788 0.92108174 0.9303856 ]"
366,"[0.00932598 0.01865197 0.02797795 0.03730394 0.04662992 0.05595591
 0.06528189 0.07460788 0.08393386 0.09325985 0.10258583 0.11191182
 0.1212378  0.13056379 0.13988977 0.14921576 0.15854174 0.16786773
 0.17719371 0.1865197  0.19584568 0.20517167 0.21449765 0.22382363
 0.23314962 0.2424756  0.25180159 0.26112757 0.27045356 0.27977954
 0.28910553 0.29843151 0.3077575  0.31708348 0.32640947 0.33573545
 0.34506144 0.35438742 0.36371341 0.37303939 0.38236538 0.39169136
 0.40101735 0.41034333 0.41966932 0.4289953  0.43832129 0.44764727
 0.45697325 0.46629924 0.47562522 0.48495121 0.49427719 0.50360318
 0.51292916 0.52225515 0.53158113 0.54090712 0.5502331  0.55955909
 0.56888507 0.57821106 0.58753704 0.59686303 0.60618901 0.615515
 0.62484098 0.63416697 0.64349295 0.65281894 0.66214492 0.6714709
 0.68079689 0.69012287 0.69944886 0.70877484 0.71810083 0.72742681
 0.7367528  0.74607878 0.75540477 0.76473075 0.77405674 0.78338272
 0.79270871 0.80203469 0.81136068 0.82068666 0.83001265 0.83933863
 0.84866462 0.8579906  0.86731659 0.87664257 0.88596855 0.89529454
 0.90462052 0.91394651 0.92327249 0.93259848]"
367,"[0.00932932 0.01865863 0.02798795 0.03731726 0.04664658 0.05597589
 0.06530521 0.07463453 0.08396384 0.09329316 0.10262247 0.11195179
 0.1212811  0.13061042 0.13993974 0.14926905 0.15859837 0.16792768
 0.177257   0.18658631 0.19591563 0.20524495 0.21457426 0.22390358
 0.23323289 0.24256221 0.25189152 0.26122084 0.27055016 0.27987947
 0.28920879 0.2985381  0.30786742 0.31719673 0.32652605 0.33585536
 0.34518468 0.354514   0.36384331 0.37317263 0.38250194 0.39183126
 0.40116057 0.41048989 0.41981921 0.42914852 0.43847784 0.44780715
 0.45713647 0.46646578 0.4757951  0.48512442 0.49445373 0.50378305
 0.51311236 0.52244168 0.53177099 0.54110031 0.55042963 0.55975894
 0.56908826 0.57841757 0.58774689 0.5970762  0.60640552 0.61573484
 0.62506415 0.63439347 0.64372278 0.6530521  0.66238141 0.67171073
 0.68104005 0.69036936 0.69969868 0.70902799 0.71835731 0.72768662
 0.73701594 0.74634526 0.75567457 0.76500389 0.7743332  0.78366252
 0.79299183 0.80232115 0.81165047 0.82097978 0.8303091  0.83963841
 0.84896773 0.85829704 0.86762636 0.87695567 0.88628499 0.89561431
 0.90494362 0.91427294 0.92360225 0.93293157]"
368,"[0.00925054 0.01850108 0.02775162 0.03700216 0.0462527  0.05550324
 0.06475378 0.07400432 0.08325486 0.0925054  0.10175594 0.11100648
 0.12025702 0.12950756 0.1387581  0.14800864 0.15725918 0.16650972
 0.17576026 0.1850108  0.19426134 0.20351188 0.21276242 0.22201296
 0.2312635  0.24051404 0.24976458 0.25901512 0.26826566 0.2775162
 0.28676674 0.29601728 0.30526782 0.31451836 0.3237689  0.33301944
 0.34226998 0.35152052 0.36077106 0.3700216  0.37927214 0.38852268
 0.39777322 0.40702376 0.4162743  0.42552484 0.43477538 0.44402592
 0.45327646 0.462527   0.47177754 0.48102808 0.49027862 0.49952916
 0.5087797  0.51803024 0.52728078 0.53653132 0.54578186 0.5550324
 0.56428294 0.57353348 0.58278402 0.59203456 0.6012851  0.61053564
 0.61978618 0.62903672 0.63828726 0.6475378  0.65678834 0.66603888
 0.67528942 0.68453996 0.6937905  0.70304104 0.71229158 0.72154212
 0.73079266 0.7400432  0.74929374 0.75854428 0.76779482 0.77704536
 0.7862959  0.79554644 0.80479698 0.81404752 0.82329806 0.8325486
 0.84179914 0.85104968 0.86030022 0.86955076 0.8788013  0.88805184
 0.89730238 0.90655292 0.91580346 0.925054  ]"
369,"[-3.21972746e-15  9.24874134e-03  1.84974827e-02  2.77462240e-02
  3.69949654e-02  4.62437067e-02  5.54924480e-02  6.47411894e-02
  7.39899307e-02  8.32386721e-02  9.24874134e-02  1.01736155e-01
  1.10984896e-01  1.20233637e-01  1.29482379e-01  1.38731120e-01
  1.47979861e-01  1.57228603e-01  1.66477344e-01  1.75726085e-01
  1.84974827e-01  1.94223568e-01  2.03472310e-01  2.12721051e-01
  2.21969792e-01  2.31218534e-01  2.40467275e-01  2.49716016e-01
  2.58964758e-01  2.68213499e-01  2.77462240e-01  2.86710982e-01
  2.95959723e-01  3.05208464e-01  3.14457206e-01  3.23705947e-01
  3.32954688e-01  3.42203430e-01  3.51452171e-01  3.60700912e-01
  3.69949654e-01  3.79198395e-01  3.88447136e-01  3.97695878e-01
  4.06944619e-01  4.16193360e-01  4.25442102e-01  4.34690843e-01
  4.43939584e-01  4.53188326e-01  4.62437067e-01  4.71685808e-01
  4.80934550e-01  4.90183291e-01  4.99432032e-01  5.08680774e-01
  5.17929515e-01  5.27178256e-01  5.36426998e-01  5.45675739e-01
  5.54924480e-01  5.64173222e-01  5.73421963e-01  5.82670704e-01
  5.91919446e-01  6.01168187e-01  6.10416929e-01  6.19665670e-01
  6.28914411e-01  6.38163153e-01  6.47411894e-01  6.56660635e-01
  6.65909377e-01  6.75158118e-01  6.84406859e-01  6.93655601e-01
  7.02904342e-01  7.12153083e-01  7.21401825e-01  7.30650566e-01
  7.39899307e-01  7.49148049e-01  7.58396790e-01  7.67645531e-01
  7.76894273e-01  7.86143014e-01  7.95391755e-01  8.04640497e-01
  8.13889238e-01  8.23137979e-01  8.32386721e-01  8.41635462e-01
  8.50884203e-01  8.60132945e-01  8.69381686e-01  8.78630427e-01
  8.87879169e-01  8.97127910e-01  9.06376651e-01  9.15625393e-01]"
370,"[7.77008190e-16 9.24392529e-03 1.84878506e-02 2.77317759e-02
 3.69757012e-02 4.62196265e-02 5.54635518e-02 6.47074771e-02
 7.39514024e-02 8.31953276e-02 9.24392529e-02 1.01683178e-01
 1.10927104e-01 1.20171029e-01 1.29414954e-01 1.38658879e-01
 1.47902805e-01 1.57146730e-01 1.66390655e-01 1.75634581e-01
 1.84878506e-01 1.94122431e-01 2.03366356e-01 2.12610282e-01
 2.21854207e-01 2.31098132e-01 2.40342058e-01 2.49585983e-01
 2.58829908e-01 2.68073834e-01 2.77317759e-01 2.86561684e-01
 2.95805609e-01 3.05049535e-01 3.14293460e-01 3.23537385e-01
 3.32781311e-01 3.42025236e-01 3.51269161e-01 3.60513086e-01
 3.69757012e-01 3.79000937e-01 3.88244862e-01 3.97488788e-01
 4.06732713e-01 4.15976638e-01 4.25220564e-01 4.34464489e-01
 4.43708414e-01 4.52952339e-01 4.62196265e-01 4.71440190e-01
 4.80684115e-01 4.89928041e-01 4.99171966e-01 5.08415891e-01
 5.17659816e-01 5.26903742e-01 5.36147667e-01 5.45391592e-01
 5.54635518e-01 5.63879443e-01 5.73123368e-01 5.82367294e-01
 5.91611219e-01 6.00855144e-01 6.10099069e-01 6.19342995e-01
 6.28586920e-01 6.37830845e-01 6.47074771e-01 6.56318696e-01
 6.65562621e-01 6.74806546e-01 6.84050472e-01 6.93294397e-01
 7.02538322e-01 7.11782248e-01 7.21026173e-01 7.30270098e-01
 7.39514024e-01 7.48757949e-01 7.58001874e-01 7.67245799e-01
 7.76489725e-01 7.85733650e-01 7.94977575e-01 8.04221501e-01
 8.13465426e-01 8.22709351e-01 8.31953276e-01 8.41197202e-01
 8.50441127e-01 8.59685052e-01 8.68928978e-01 8.78172903e-01
 8.87416828e-01 8.96660754e-01 9.05904679e-01 9.15148604e-01]"
