,Q
327,"[0.00937856 0.01875711 0.02813567 0.03751423 0.04689279 0.05627134
 0.0656499  0.07502846 0.08440701 0.09378557 0.10316413 0.11254269
 0.12192124 0.1312998  0.14067836 0.15005691 0.15943547 0.16881403
 0.17819259 0.18757114 0.1969497  0.20632826 0.21570681 0.22508537
 0.23446393 0.24384249 0.25322104 0.2625996  0.27197816 0.28135671
 0.29073527 0.30011383 0.30949239 0.31887094 0.3282495  0.33762806
 0.34700661 0.35638517 0.36576373 0.37514229 0.38452084 0.3938994
 0.40327796 0.41265651 0.42203507 0.43141363 0.44079219 0.45017074
 0.4595493  0.46892786 0.47830641 0.48768497 0.49706353 0.50644209
 0.51582064 0.5251992  0.53457776 0.54395631 0.55333487 0.56271343
 0.57209199 0.58147054 0.5908491  0.60022766 0.60960621 0.61898477
 0.62836333 0.63774189 0.64712044 0.656499   0.66587756 0.67525611
 0.68463467 0.69401323 0.70339179 0.71277034 0.7221489  0.73152746
 0.74090601 0.75028457 0.75966313 0.76904169 0.77842024 0.7877988
 0.79717736 0.80655591 0.81593447 0.82531303 0.83469159 0.84407014
 0.8534487  0.86282726 0.87220581 0.88158437 0.89096293 0.90034149
 0.90972004 0.9190986  0.92847716 0.93785571]"
328,"[0.00938815 0.0187763  0.02816445 0.03755259 0.04694074 0.05632889
 0.06571704 0.07510519 0.08449334 0.09388148 0.10326963 0.11265778
 0.12204593 0.13143408 0.14082223 0.15021038 0.15959852 0.16898667
 0.17837482 0.18776297 0.19715112 0.20653927 0.21592741 0.22531556
 0.23470371 0.24409186 0.25348001 0.26286816 0.27225631 0.28164445
 0.2910326  0.30042075 0.3098089  0.31919705 0.3285852  0.33797335
 0.34736149 0.35674964 0.36613779 0.37552594 0.38491409 0.39430224
 0.40369038 0.41307853 0.42246668 0.43185483 0.44124298 0.45063113
 0.46001928 0.46940742 0.47879557 0.48818372 0.49757187 0.50696002
 0.51634817 0.52573631 0.53512446 0.54451261 0.55390076 0.56328891
 0.57267706 0.58206521 0.59145335 0.6008415  0.61022965 0.6196178
 0.62900595 0.6383941  0.64778224 0.65717039 0.66655854 0.67594669
 0.68533484 0.69472299 0.70411114 0.71349928 0.72288743 0.73227558
 0.74166373 0.75105188 0.76044003 0.76982817 0.77921632 0.78860447
 0.79799262 0.80738077 0.81676892 0.82615707 0.83554521 0.84493336
 0.85432151 0.86370966 0.87309781 0.88248596 0.8918741  0.90126225
 0.9106504  0.92003855 0.9294267  0.93881485]"
329,"[0.00939706 0.01879412 0.02819117 0.03758823 0.04698529 0.05638235
 0.06577941 0.07517647 0.08457352 0.09397058 0.10336764 0.1127647
 0.12216176 0.13155882 0.14095587 0.15035293 0.15974999 0.16914705
 0.17854411 0.18794117 0.19733822 0.20673528 0.21613234 0.2255294
 0.23492646 0.24432352 0.25372057 0.26311763 0.27251469 0.28191175
 0.29130881 0.30070587 0.31010292 0.31949998 0.32889704 0.3382941
 0.34769116 0.35708822 0.36648527 0.37588233 0.38527939 0.39467645
 0.40407351 0.41347057 0.42286762 0.43226468 0.44166174 0.4510588
 0.46045586 0.46985292 0.47924997 0.48864703 0.49804409 0.50744115
 0.51683821 0.52623527 0.53563232 0.54502938 0.55442644 0.5638235
 0.57322056 0.58261762 0.59201467 0.60141173 0.61080879 0.62020585
 0.62960291 0.63899997 0.64839702 0.65779408 0.66719114 0.6765882
 0.68598526 0.69538232 0.70477937 0.71417643 0.72357349 0.73297055
 0.74236761 0.75176467 0.76116172 0.77055878 0.77995584 0.7893529
 0.79874996 0.80814702 0.81754407 0.82694113 0.83633819 0.84573525
 0.85513231 0.86452937 0.87392642 0.88332348 0.89272054 0.9021176
 0.91151466 0.92091172 0.93030877 0.93970583]"
330,"[0.00940044 0.01880087 0.02820131 0.03760175 0.04700219 0.05640262
 0.06580306 0.0752035  0.08460393 0.09400437 0.10340481 0.11280525
 0.12220568 0.13160612 0.14100656 0.15040699 0.15980743 0.16920787
 0.1786083  0.18800874 0.19740918 0.20680962 0.21621005 0.22561049
 0.23501093 0.24441136 0.2538118  0.26321224 0.27261268 0.28201311
 0.29141355 0.30081399 0.31021442 0.31961486 0.3290153  0.33841574
 0.34781617 0.35721661 0.36661705 0.37601748 0.38541792 0.39481836
 0.40421879 0.41361923 0.42301967 0.43242011 0.44182054 0.45122098
 0.46062142 0.47002185 0.47942229 0.48882273 0.49822317 0.5076236
 0.51702404 0.52642448 0.53582491 0.54522535 0.55462579 0.56402623
 0.57342666 0.5828271  0.59222754 0.60162797 0.61102841 0.62042885
 0.62982928 0.63922972 0.64863016 0.6580306  0.66743103 0.67683147
 0.68623191 0.69563234 0.70503278 0.71443322 0.72383366 0.73323409
 0.74263453 0.75203497 0.7614354  0.77083584 0.78023628 0.78963672
 0.79903715 0.80843759 0.81783803 0.82723846 0.8366389  0.84603934
 0.85543978 0.86484021 0.87424065 0.88364109 0.89304152 0.90244196
 0.9118424  0.92124283 0.93064327 0.94004371]"
331,"[3.55282126e-15 9.39154373e-03 1.87830875e-02 2.81746312e-02
 3.75661749e-02 4.69577187e-02 5.63492624e-02 6.57408061e-02
 7.51323498e-02 8.45238936e-02 9.39154373e-02 1.03306981e-01
 1.12698525e-01 1.22090069e-01 1.31481612e-01 1.40873156e-01
 1.50264700e-01 1.59656243e-01 1.69047787e-01 1.78439331e-01
 1.87830875e-01 1.97222418e-01 2.06613962e-01 2.16005506e-01
 2.25397050e-01 2.34788593e-01 2.44180137e-01 2.53571681e-01
 2.62963224e-01 2.72354768e-01 2.81746312e-01 2.91137856e-01
 3.00529399e-01 3.09920943e-01 3.19312487e-01 3.28704031e-01
 3.38095574e-01 3.47487118e-01 3.56878662e-01 3.66270206e-01
 3.75661749e-01 3.85053293e-01 3.94444837e-01 4.03836380e-01
 4.13227924e-01 4.22619468e-01 4.32011012e-01 4.41402555e-01
 4.50794099e-01 4.60185643e-01 4.69577187e-01 4.78968730e-01
 4.88360274e-01 4.97751818e-01 5.07143361e-01 5.16534905e-01
 5.25926449e-01 5.35317993e-01 5.44709536e-01 5.54101080e-01
 5.63492624e-01 5.72884168e-01 5.82275711e-01 5.91667255e-01
 6.01058799e-01 6.10450343e-01 6.19841886e-01 6.29233430e-01
 6.38624974e-01 6.48016517e-01 6.57408061e-01 6.66799605e-01
 6.76191149e-01 6.85582692e-01 6.94974236e-01 7.04365780e-01
 7.13757324e-01 7.23148867e-01 7.32540411e-01 7.41931955e-01
 7.51323498e-01 7.60715042e-01 7.70106586e-01 7.79498130e-01
 7.88889673e-01 7.98281217e-01 8.07672761e-01 8.17064305e-01
 8.26455848e-01 8.35847392e-01 8.45238936e-01 8.54630480e-01
 8.64022023e-01 8.73413567e-01 8.82805111e-01 8.92196654e-01
 9.01588198e-01 9.10979742e-01 9.20371286e-01 9.29762829e-01]"
332,"[3.88571335e-15 9.38946792e-03 1.87789358e-02 2.81684038e-02
 3.75578717e-02 4.69473396e-02 5.63368075e-02 6.57262754e-02
 7.51157434e-02 8.45052113e-02 9.38946792e-02 1.03284147e-01
 1.12673615e-01 1.22063083e-01 1.31452551e-01 1.40842019e-01
 1.50231487e-01 1.59620955e-01 1.69010423e-01 1.78399891e-01
 1.87789358e-01 1.97178826e-01 2.06568294e-01 2.15957762e-01
 2.25347230e-01 2.34736698e-01 2.44126166e-01 2.53515634e-01
 2.62905102e-01 2.72294570e-01 2.81684038e-01 2.91073506e-01
 3.00462973e-01 3.09852441e-01 3.19241909e-01 3.28631377e-01
 3.38020845e-01 3.47410313e-01 3.56799781e-01 3.66189249e-01
 3.75578717e-01 3.84968185e-01 3.94357653e-01 4.03747121e-01
 4.13136589e-01 4.22526056e-01 4.31915524e-01 4.41304992e-01
 4.50694460e-01 4.60083928e-01 4.69473396e-01 4.78862864e-01
 4.88252332e-01 4.97641800e-01 5.07031268e-01 5.16420736e-01
 5.25810204e-01 5.35199672e-01 5.44589139e-01 5.53978607e-01
 5.63368075e-01 5.72757543e-01 5.82147011e-01 5.91536479e-01
 6.00925947e-01 6.10315415e-01 6.19704883e-01 6.29094351e-01
 6.38483819e-01 6.47873287e-01 6.57262754e-01 6.66652222e-01
 6.76041690e-01 6.85431158e-01 6.94820626e-01 7.04210094e-01
 7.13599562e-01 7.22989030e-01 7.32378498e-01 7.41767966e-01
 7.51157434e-01 7.60546902e-01 7.69936370e-01 7.79325837e-01
 7.88715305e-01 7.98104773e-01 8.07494241e-01 8.16883709e-01
 8.26273177e-01 8.35662645e-01 8.45052113e-01 8.54441581e-01
 8.63831049e-01 8.73220517e-01 8.82609985e-01 8.91999453e-01
 9.01388920e-01 9.10778388e-01 9.20167856e-01 9.29557324e-01]"
333,"[7.77129222e-16 9.38659844e-03 1.87731969e-02 2.81597953e-02
 3.75463938e-02 4.69329922e-02 5.63195907e-02 6.57061891e-02
 7.50927876e-02 8.44793860e-02 9.38659844e-02 1.03252583e-01
 1.12639181e-01 1.22025780e-01 1.31412378e-01 1.40798977e-01
 1.50185575e-01 1.59572174e-01 1.68958772e-01 1.78345370e-01
 1.87731969e-01 1.97118567e-01 2.06505166e-01 2.15891764e-01
 2.25278363e-01 2.34664961e-01 2.44051560e-01 2.53438158e-01
 2.62824756e-01 2.72211355e-01 2.81597953e-01 2.90984552e-01
 3.00371150e-01 3.09757749e-01 3.19144347e-01 3.28530946e-01
 3.37917544e-01 3.47304142e-01 3.56690741e-01 3.66077339e-01
 3.75463938e-01 3.84850536e-01 3.94237135e-01 4.03623733e-01
 4.13010332e-01 4.22396930e-01 4.31783528e-01 4.41170127e-01
 4.50556725e-01 4.59943324e-01 4.69329922e-01 4.78716521e-01
 4.88103119e-01 4.97489718e-01 5.06876316e-01 5.16262914e-01
 5.25649513e-01 5.35036111e-01 5.44422710e-01 5.53809308e-01
 5.63195907e-01 5.72582505e-01 5.81969104e-01 5.91355702e-01
 6.00742300e-01 6.10128899e-01 6.19515497e-01 6.28902096e-01
 6.38288694e-01 6.47675293e-01 6.57061891e-01 6.66448490e-01
 6.75835088e-01 6.85221686e-01 6.94608285e-01 7.03994883e-01
 7.13381482e-01 7.22768080e-01 7.32154679e-01 7.41541277e-01
 7.50927876e-01 7.60314474e-01 7.69701072e-01 7.79087671e-01
 7.88474269e-01 7.97860868e-01 8.07247466e-01 8.16634065e-01
 8.26020663e-01 8.35407262e-01 8.44793860e-01 8.54180458e-01
 8.63567057e-01 8.72953655e-01 8.82340254e-01 8.91726852e-01
 9.01113451e-01 9.10500049e-01 9.19886648e-01 9.29273246e-01]"
334,"[0.00938279 0.01876559 0.02814838 0.03753117 0.04691397 0.05629676
 0.06567955 0.07506235 0.08444514 0.09382793 0.10321073 0.11259352
 0.12197631 0.13135911 0.1407419  0.15012469 0.15950749 0.16889028
 0.17827307 0.18765586 0.19703866 0.20642145 0.21580424 0.22518704
 0.23456983 0.24395262 0.25333542 0.26271821 0.272101   0.2814838
 0.29086659 0.30024938 0.30963218 0.31901497 0.32839776 0.33778056
 0.34716335 0.35654614 0.36592894 0.37531173 0.38469452 0.39407732
 0.40346011 0.4128429  0.4222257  0.43160849 0.44099128 0.45037408
 0.45975687 0.46913966 0.47852246 0.48790525 0.49728804 0.50667084
 0.51605363 0.52543642 0.53481921 0.54420201 0.5535848  0.56296759
 0.57235039 0.58173318 0.59111597 0.60049877 0.60988156 0.61926435
 0.62864715 0.63802994 0.64741273 0.65679553 0.66617832 0.67556111
 0.68494391 0.6943267  0.70370949 0.71309229 0.72247508 0.73185787
 0.74124067 0.75062346 0.76000625 0.76938905 0.77877184 0.78815463
 0.79753743 0.80692022 0.81630301 0.82568581 0.8350686  0.84445139
 0.85383418 0.86321698 0.87259977 0.88198256 0.89136536 0.90074815
 0.91013094 0.91951374 0.92889653 0.93827932]"
335,"[0.00938122 0.01876244 0.02814366 0.03752487 0.04690609 0.05628731
 0.06566853 0.07504975 0.08443097 0.09381219 0.10319341 0.11257462
 0.12195584 0.13133706 0.14071828 0.1500995  0.15948072 0.16886194
 0.17824315 0.18762437 0.19700559 0.20638681 0.21576803 0.22514925
 0.23453047 0.24391169 0.2532929  0.26267412 0.27205534 0.28143656
 0.29081778 0.300199   0.30958022 0.31896143 0.32834265 0.33772387
 0.34710509 0.35648631 0.36586753 0.37524875 0.38462997 0.39401118
 0.4033924  0.41277362 0.42215484 0.43153606 0.44091728 0.4502985
 0.45967971 0.46906093 0.47844215 0.48782337 0.49720459 0.50658581
 0.51596703 0.52534825 0.53472946 0.54411068 0.5534919  0.56287312
 0.57225434 0.58163556 0.59101678 0.600398   0.60977921 0.61916043
 0.62854165 0.63792287 0.64730409 0.65668531 0.66606653 0.67544774
 0.68482896 0.69421018 0.7035914  0.71297262 0.72235384 0.73173506
 0.74111628 0.75049749 0.75987871 0.76925993 0.77864115 0.78802237
 0.79740359 0.80678481 0.81616602 0.82554724 0.83492846 0.84430968
 0.8536909  0.86307212 0.87245334 0.88183456 0.89121577 0.90059699
 0.90997821 0.91935943 0.92874065 0.93812187]"
336,"[0.00938062 0.01876125 0.02814187 0.03752249 0.04690311 0.05628374
 0.06566436 0.07504498 0.08442561 0.09380623 0.10318685 0.11256747
 0.1219481  0.13132872 0.14070934 0.15008997 0.15947059 0.16885121
 0.17823183 0.18761246 0.19699308 0.2063737  0.21575433 0.22513495
 0.23451557 0.24389619 0.25327682 0.26265744 0.27203806 0.28141869
 0.29079931 0.30017993 0.30956055 0.31894118 0.3283218  0.33770242
 0.34708305 0.35646367 0.36584429 0.37522491 0.38460554 0.39398616
 0.40336678 0.41274741 0.42212803 0.43150865 0.44088928 0.4502699
 0.45965052 0.46903114 0.47841177 0.48779239 0.49717301 0.50655364
 0.51593426 0.52531488 0.5346955  0.54407613 0.55345675 0.56283737
 0.572218   0.58159862 0.59097924 0.60035986 0.60974049 0.61912111
 0.62850173 0.63788236 0.64726298 0.6566436  0.66602422 0.67540485
 0.68478547 0.69416609 0.70354672 0.71292734 0.72230796 0.73168858
 0.74106921 0.75044983 0.75983045 0.76921108 0.7785917  0.78797232
 0.79735294 0.80673357 0.81611419 0.82549481 0.83487544 0.84425606
 0.85363668 0.8630173  0.87239793 0.88177855 0.89115917 0.9005398
 0.90992042 0.91930104 0.92868166 0.93806229]"
337,"[0.00938217 0.01876434 0.02814652 0.03752869 0.04691086 0.05629303
 0.0656752  0.07505737 0.08443955 0.09382172 0.10320389 0.11258606
 0.12196823 0.1313504  0.14073258 0.15011475 0.15949692 0.16887909
 0.17826126 0.18764344 0.19702561 0.20640778 0.21578995 0.22517212
 0.23455429 0.24393647 0.25331864 0.26270081 0.27208298 0.28146515
 0.29084733 0.3002295  0.30961167 0.31899384 0.32837601 0.33775818
 0.34714036 0.35652253 0.3659047  0.37528687 0.38466904 0.39405121
 0.40343339 0.41281556 0.42219773 0.4315799  0.44096207 0.45034425
 0.45972642 0.46910859 0.47849076 0.48787293 0.4972551  0.50663728
 0.51601945 0.52540162 0.53478379 0.54416596 0.55354813 0.56293031
 0.57231248 0.58169465 0.59107682 0.60045899 0.60984117 0.61922334
 0.62860551 0.63798768 0.64736985 0.65675202 0.6661342  0.67551637
 0.68489854 0.69428071 0.70366288 0.71304505 0.72242723 0.7318094
 0.74119157 0.75057374 0.75995591 0.76933809 0.77872026 0.78810243
 0.7974846  0.80686677 0.81624894 0.82563112 0.83501329 0.84439546
 0.85377763 0.8631598  0.87254198 0.88192415 0.89130632 0.90068849
 0.91007066 0.91945283 0.92883501 0.93821718]"
338,"[0.00938212 0.01876423 0.02814635 0.03752846 0.04691058 0.0562927
 0.06567481 0.07505693 0.08443904 0.09382116 0.10320328 0.11258539
 0.12196751 0.13134962 0.14073174 0.15011386 0.15949597 0.16887809
 0.17826021 0.18764232 0.19702444 0.20640655 0.21578867 0.22517079
 0.2345529  0.24393502 0.25331713 0.26269925 0.27208137 0.28146348
 0.2908456  0.30022771 0.30960983 0.31899195 0.32837406 0.33775618
 0.34713829 0.35652041 0.36590253 0.37528464 0.38466676 0.39404887
 0.40343099 0.41281311 0.42219522 0.43157734 0.44095946 0.45034157
 0.45972369 0.4691058  0.47848792 0.48787004 0.49725215 0.50663427
 0.51601638 0.5253985  0.53478062 0.54416273 0.55354485 0.56292696
 0.57230908 0.5816912  0.59107331 0.60045543 0.60983754 0.61921966
 0.62860178 0.63798389 0.64736601 0.65674812 0.66613024 0.67551236
 0.68489447 0.69427659 0.70365871 0.71304082 0.72242294 0.73180505
 0.74118717 0.75056929 0.7599514  0.76933352 0.77871563 0.78809775
 0.79747987 0.80686198 0.8162441  0.82562621 0.83500833 0.84439045
 0.85377256 0.86315468 0.87253679 0.88191891 0.89130103 0.90068314
 0.91006526 0.91944737 0.92882949 0.93821161]"
339,"[0.00938148 0.01876296 0.02814444 0.03752591 0.04690739 0.05628887
 0.06567035 0.07505183 0.08443331 0.09381478 0.10319626 0.11257774
 0.12195922 0.1313407  0.14072218 0.15010366 0.15948513 0.16886661
 0.17824809 0.18762957 0.19701105 0.20639253 0.215774   0.22515548
 0.23453696 0.24391844 0.25329992 0.2626814  0.27206288 0.28144435
 0.29082583 0.30020731 0.30958879 0.31897027 0.32835175 0.33773323
 0.3471147  0.35649618 0.36587766 0.37525914 0.38464062 0.3940221
 0.40340357 0.41278505 0.42216653 0.43154801 0.44092949 0.45031097
 0.45969245 0.46907392 0.4784554  0.48783688 0.49721836 0.50659984
 0.51598132 0.52536279 0.53474427 0.54412575 0.55350723 0.56288871
 0.57227019 0.58165167 0.59103314 0.60041462 0.6097961  0.61917758
 0.62855906 0.63794054 0.64732201 0.65670349 0.66608497 0.67546645
 0.68484793 0.69422941 0.70361089 0.71299236 0.72237384 0.73175532
 0.7411368  0.75051828 0.75989976 0.76928123 0.77866271 0.78804419
 0.79742567 0.80680715 0.81618863 0.82557011 0.83495158 0.84433306
 0.85371454 0.86309602 0.8724775  0.88185898 0.89124046 0.90062193
 0.91000341 0.91938489 0.92876637 0.93814785]"
340,"[0.00937864 0.01875728 0.02813592 0.03751457 0.04689321 0.05627185
 0.06565049 0.07502913 0.08440777 0.09378642 0.10316506 0.1125437
 0.12192234 0.13130098 0.14067962 0.15005826 0.15943691 0.16881555
 0.17819419 0.18757283 0.19695147 0.20633011 0.21570875 0.2250874
 0.23446604 0.24384468 0.25322332 0.26260196 0.2719806  0.28135925
 0.29073789 0.30011653 0.30949517 0.31887381 0.32825245 0.33763109
 0.34700974 0.35638838 0.36576702 0.37514566 0.3845243  0.39390294
 0.40328158 0.41266023 0.42203887 0.43141751 0.44079615 0.45017479
 0.45955343 0.46893208 0.47831072 0.48768936 0.497068   0.50644664
 0.51582528 0.52520392 0.53458257 0.54396121 0.55333985 0.56271849
 0.57209713 0.58147577 0.59085441 0.60023306 0.6096117  0.61899034
 0.62836898 0.63774762 0.64712626 0.65650491 0.66588355 0.67526219
 0.68464083 0.69401947 0.70339811 0.71277675 0.7221554  0.73153404
 0.74091268 0.75029132 0.75966996 0.7690486  0.77842724 0.78780589
 0.79718453 0.80656317 0.81594181 0.82532045 0.83469909 0.84407774
 0.85345638 0.86283502 0.87221366 0.8815923  0.89097094 0.90034958
 0.90972823 0.91910687 0.92848551 0.93786415]"
341,"[0.00918687 0.01837374 0.02756061 0.03674749 0.04593436 0.05512123
 0.0643081  0.07349497 0.08268184 0.09186871 0.10105559 0.11024246
 0.11942933 0.1286162  0.13780307 0.14698994 0.15617681 0.16536369
 0.17455056 0.18373743 0.1929243  0.20211117 0.21129804 0.22048491
 0.22967179 0.23885866 0.24804553 0.2572324  0.26641927 0.27560614
 0.28479301 0.29397989 0.30316676 0.31235363 0.3215405  0.33072737
 0.33991424 0.34910111 0.35828799 0.36747486 0.37666173 0.3858486
 0.39503547 0.40422234 0.41340921 0.42259609 0.43178296 0.44096983
 0.4501567  0.45934357 0.46853044 0.47771731 0.48690419 0.49609106
 0.50527793 0.5144648  0.52365167 0.53283854 0.54202541 0.55121229
 0.56039916 0.56958603 0.5787729  0.58795977 0.59714664 0.60633352
 0.61552039 0.62470726 0.63389413 0.643081   0.65226787 0.66145474
 0.67064162 0.67982849 0.68901536 0.69820223 0.7073891  0.71657597
 0.72576284 0.73494972 0.74413659 0.75332346 0.76251033 0.7716972
 0.78088407 0.79007094 0.79925782 0.80844469 0.81763156 0.82681843
 0.8360053  0.84519217 0.85437904 0.86356592 0.87275279 0.88193966
 0.89112653 0.9003134  0.90950027 0.91868714]"
342,"[0.00912934 0.01825867 0.02738801 0.03651735 0.04564669 0.05477602
 0.06390536 0.0730347  0.08216404 0.09129337 0.10042271 0.10955205
 0.11868138 0.12781072 0.13694006 0.1460694  0.15519873 0.16432807
 0.17345741 0.18258674 0.19171608 0.20084542 0.20997476 0.21910409
 0.22823343 0.23736277 0.24649211 0.25562144 0.26475078 0.27388012
 0.28300945 0.29213879 0.30126813 0.31039747 0.3195268  0.32865614
 0.33778548 0.34691482 0.35604415 0.36517349 0.37430283 0.38343216
 0.3925615  0.40169084 0.41082018 0.41994951 0.42907885 0.43820819
 0.44733753 0.45646686 0.4655962  0.47472554 0.48385487 0.49298421
 0.50211355 0.51124289 0.52037222 0.52950156 0.5386309  0.54776023
 0.55688957 0.56601891 0.57514825 0.58427758 0.59340692 0.60253626
 0.6116656  0.62079493 0.62992427 0.63905361 0.64818294 0.65731228
 0.66644162 0.67557096 0.68470029 0.69382963 0.70295897 0.71208831
 0.72121764 0.73034698 0.73947632 0.74860565 0.75773499 0.76686433
 0.77599367 0.785123   0.79425234 0.80338168 0.81251101 0.82164035
 0.83076969 0.83989903 0.84902836 0.8581577  0.86728704 0.87641638
 0.88554571 0.89467505 0.90380439 0.91293372]"
343,"[0.00912991 0.01825982 0.02738973 0.03651964 0.04564955 0.05477947
 0.06390938 0.07303929 0.0821692  0.09129911 0.10042902 0.10955893
 0.11868884 0.12781875 0.13694866 0.14607858 0.15520849 0.1643384
 0.17346831 0.18259822 0.19172813 0.20085804 0.20998795 0.21911786
 0.22824777 0.23737768 0.2465076  0.25563751 0.26476742 0.27389733
 0.28302724 0.29215715 0.30128706 0.31041697 0.31954688 0.32867679
 0.33780671 0.34693662 0.35606653 0.36519644 0.37432635 0.38345626
 0.39258617 0.40171608 0.41084599 0.4199759  0.42910582 0.43823573
 0.44736564 0.45649555 0.46562546 0.47475537 0.48388528 0.49301519
 0.5021451  0.51127501 0.52040492 0.52953484 0.53866475 0.54779466
 0.55692457 0.56605448 0.57518439 0.5843143  0.59344421 0.60257412
 0.61170403 0.62083395 0.62996386 0.63909377 0.64822368 0.65735359
 0.6664835  0.67561341 0.68474332 0.69387323 0.70300314 0.71213305
 0.72126297 0.73039288 0.73952279 0.7486527  0.75778261 0.76691252
 0.77604243 0.78517234 0.79430225 0.80343216 0.81256208 0.82169199
 0.8308219  0.83995181 0.84908172 0.85821163 0.86734154 0.87647145
 0.88560136 0.89473127 0.90386119 0.9129911 ]"
344,"[0.00910669 0.01821339 0.02732008 0.03642677 0.04553346 0.05464016
 0.06374685 0.07285354 0.08196023 0.09106693 0.10017362 0.10928031
 0.118387   0.1274937  0.13660039 0.14570708 0.15481377 0.16392047
 0.17302716 0.18213385 0.19124054 0.20034724 0.20945393 0.21856062
 0.22766731 0.23677401 0.2458807  0.25498739 0.26409408 0.27320078
 0.28230747 0.29141416 0.30052086 0.30962755 0.31873424 0.32784093
 0.33694763 0.34605432 0.35516101 0.3642677  0.3733744  0.38248109
 0.39158778 0.40069447 0.40980117 0.41890786 0.42801455 0.43712124
 0.44622794 0.45533463 0.46444132 0.47354801 0.48265471 0.4917614
 0.50086809 0.50997478 0.51908148 0.52818817 0.53729486 0.54640155
 0.55550825 0.56461494 0.57372163 0.58282833 0.59193502 0.60104171
 0.6101484  0.6192551  0.62836179 0.63746848 0.64657517 0.65568187
 0.66478856 0.67389525 0.68300194 0.69210864 0.70121533 0.71032202
 0.71942871 0.72853541 0.7376421  0.74674879 0.75585548 0.76496218
 0.77406887 0.78317556 0.79228225 0.80138895 0.81049564 0.81960233
 0.82870902 0.83781572 0.84692241 0.8560291  0.8651358  0.87424249
 0.88334918 0.89245587 0.90156257 0.91066926]"
345,"[0.00907948 0.01815897 0.02723845 0.03631793 0.04539742 0.0544769
 0.06355638 0.07263587 0.08171535 0.09079483 0.09987432 0.1089538
 0.11803328 0.12711277 0.13619225 0.14527173 0.15435122 0.1634307
 0.17251018 0.18158967 0.19066915 0.19974863 0.20882812 0.2179076
 0.22698708 0.23606657 0.24514605 0.25422553 0.26330502 0.2723845
 0.28146398 0.29054347 0.29962295 0.30870243 0.31778192 0.3268614
 0.33594088 0.34502037 0.35409985 0.36317933 0.37225882 0.3813383
 0.39041778 0.39949727 0.40857675 0.41765623 0.42673572 0.4358152
 0.44489468 0.45397417 0.46305365 0.47213313 0.48121262 0.4902921
 0.49937158 0.50845107 0.51753055 0.52661003 0.53568952 0.544769
 0.55384848 0.56292797 0.57200745 0.58108693 0.59016642 0.5992459
 0.60832539 0.61740487 0.62648435 0.63556384 0.64464332 0.6537228
 0.66280229 0.67188177 0.68096125 0.69004074 0.69912022 0.7081997
 0.71727919 0.72635867 0.73543815 0.74451764 0.75359712 0.7626766
 0.77175609 0.78083557 0.78991505 0.79899454 0.80807402 0.8171535
 0.82623299 0.83531247 0.84439195 0.85347144 0.86255092 0.8716304
 0.88070989 0.88978937 0.89886885 0.90794834]"
346,"[0.00925379 0.01850757 0.02776136 0.03701514 0.04626893 0.05552271
 0.0647765  0.07403028 0.08328407 0.09253785 0.10179164 0.11104542
 0.12029921 0.129553   0.13880678 0.14806057 0.15731435 0.16656814
 0.17582192 0.18507571 0.19432949 0.20358328 0.21283706 0.22209085
 0.23134463 0.24059842 0.24985221 0.25910599 0.26835978 0.27761356
 0.28686735 0.29612113 0.30537492 0.3146287  0.32388249 0.33313627
 0.34239006 0.35164384 0.36089763 0.37015142 0.3794052  0.38865899
 0.39791277 0.40716656 0.41642034 0.42567413 0.43492791 0.4441817
 0.45343548 0.46268927 0.47194305 0.48119684 0.49045063 0.49970441
 0.5089582  0.51821198 0.52746577 0.53671955 0.54597334 0.55522712
 0.56448091 0.57373469 0.58298848 0.59224226 0.60149605 0.61074984
 0.62000362 0.62925741 0.63851119 0.64776498 0.65701876 0.66627255
 0.67552633 0.68478012 0.6940339  0.70328769 0.71254147 0.72179526
 0.73104905 0.74030283 0.74955662 0.7588104  0.76806419 0.77731797
 0.78657176 0.79582554 0.80507933 0.81433311 0.8235869  0.83284068
 0.84209447 0.85134826 0.86060204 0.86985583 0.87910961 0.8883634
 0.89761718 0.90687097 0.91612475 0.92537854]"
347,"[0.00928572 0.01857144 0.02785715 0.03714287 0.04642859 0.05571431
 0.06500002 0.07428574 0.08357146 0.09285718 0.1021429  0.11142861
 0.12071433 0.13000005 0.13928577 0.14857149 0.1578572  0.16714292
 0.17642864 0.18571436 0.19500007 0.20428579 0.21357151 0.22285723
 0.23214295 0.24142866 0.25071438 0.2600001  0.26928582 0.27857153
 0.28785725 0.29714297 0.30642869 0.31571441 0.32500012 0.33428584
 0.34357156 0.35285728 0.362143   0.37142871 0.38071443 0.39000015
 0.39928587 0.40857158 0.4178573  0.42714302 0.43642874 0.44571446
 0.45500017 0.46428589 0.47357161 0.48285733 0.49214304 0.50142876
 0.51071448 0.5200002  0.52928592 0.53857163 0.54785735 0.55714307
 0.56642879 0.57571451 0.58500022 0.59428594 0.60357166 0.61285738
 0.62214309 0.63142881 0.64071453 0.65000025 0.65928597 0.66857168
 0.6778574  0.68714312 0.69642884 0.70571455 0.71500027 0.72428599
 0.73357171 0.74285743 0.75214314 0.76142886 0.77071458 0.7800003
 0.78928602 0.79857173 0.80785745 0.81714317 0.82642889 0.8357146
 0.84500032 0.85428604 0.86357176 0.87285748 0.88214319 0.89142891
 0.90071463 0.91000035 0.91928606 0.92857178]"
