,Q
402,"[0.00888685 0.01777371 0.02666056 0.03554742 0.04443427 0.05332113
 0.06220798 0.07109484 0.07998169 0.08886855 0.0977554  0.10664226
 0.11552911 0.12441597 0.13330282 0.14218968 0.15107653 0.15996339
 0.16885024 0.1777371  0.18662395 0.19551081 0.20439766 0.21328452
 0.22217137 0.23105823 0.23994508 0.24883194 0.25771879 0.26660565
 0.2754925  0.28437936 0.29326621 0.30215307 0.31103992 0.31992678
 0.32881363 0.33770049 0.34658734 0.3554742  0.36436105 0.37324791
 0.38213476 0.39102162 0.39990847 0.40879533 0.41768218 0.42656904
 0.43545589 0.44434275 0.4532296  0.46211646 0.47100331 0.47989017
 0.48877702 0.49766388 0.50655073 0.51543759 0.52432444 0.5332113
 0.54209815 0.550985   0.55987186 0.56875871 0.57764557 0.58653242
 0.59541928 0.60430613 0.61319299 0.62207984 0.6309667  0.63985355
 0.64874041 0.65762726 0.66651412 0.67540097 0.68428783 0.69317468
 0.70206154 0.71094839 0.71983525 0.7287221  0.73760896 0.74649581
 0.75538267 0.76426952 0.77315638 0.78204323 0.79093009 0.79981694
 0.8087038  0.81759065 0.82647751 0.83536436 0.84425122 0.85313807
 0.86202493 0.87091178 0.87979864 0.88868549]"
403,"[0.0090701  0.01814019 0.02721029 0.03628038 0.04535048 0.05442058
 0.06349067 0.07256077 0.08163086 0.09070096 0.09977106 0.10884115
 0.11791125 0.12698134 0.13605144 0.14512154 0.15419163 0.16326173
 0.17233182 0.18140192 0.19047202 0.19954211 0.20861221 0.2176823
 0.2267524  0.2358225  0.24489259 0.25396269 0.26303278 0.27210288
 0.28117298 0.29024307 0.29931317 0.30838326 0.31745336 0.32652346
 0.33559355 0.34466365 0.35373374 0.36280384 0.37187394 0.38094403
 0.39001413 0.39908422 0.40815432 0.41722442 0.42629451 0.43536461
 0.4444347  0.4535048  0.4625749  0.47164499 0.48071509 0.48978518
 0.49885528 0.50792538 0.51699547 0.52606557 0.53513566 0.54420576
 0.55327586 0.56234595 0.57141605 0.58048614 0.58955624 0.59862634
 0.60769643 0.61676653 0.62583662 0.63490672 0.64397682 0.65304691
 0.66211701 0.6711871  0.6802572  0.6893273  0.69839739 0.70746749
 0.71653758 0.72560768 0.73467778 0.74374787 0.75281797 0.76188806
 0.77095816 0.78002826 0.78909835 0.79816845 0.80723854 0.81630864
 0.82537874 0.83444883 0.84351893 0.85258902 0.86165912 0.87072922
 0.87979931 0.88886941 0.8979395  0.9070096 ]"
404,"[-1.99837455e-15  9.09234550e-03  1.81846910e-02  2.72770365e-02
  3.63693820e-02  4.54617275e-02  5.45540730e-02  6.36464185e-02
  7.27387640e-02  8.18311095e-02  9.09234550e-02  1.00015800e-01
  1.09108146e-01  1.18200491e-01  1.27292837e-01  1.36385182e-01
  1.45477528e-01  1.54569873e-01  1.63662219e-01  1.72754564e-01
  1.81846910e-01  1.90939255e-01  2.00031601e-01  2.09123946e-01
  2.18216292e-01  2.27308637e-01  2.36400983e-01  2.45493328e-01
  2.54585674e-01  2.63678019e-01  2.72770365e-01  2.81862710e-01
  2.90955056e-01  3.00047401e-01  3.09139747e-01  3.18232092e-01
  3.27324438e-01  3.36416783e-01  3.45509129e-01  3.54601474e-01
  3.63693820e-01  3.72786165e-01  3.81878511e-01  3.90970856e-01
  4.00063202e-01  4.09155547e-01  4.18247893e-01  4.27340238e-01
  4.36432584e-01  4.45524929e-01  4.54617275e-01  4.63709620e-01
  4.72801966e-01  4.81894311e-01  4.90986657e-01  5.00079002e-01
  5.09171348e-01  5.18263693e-01  5.27356039e-01  5.36448384e-01
  5.45540730e-01  5.54633075e-01  5.63725421e-01  5.72817766e-01
  5.81910112e-01  5.91002457e-01  6.00094803e-01  6.09187148e-01
  6.18279494e-01  6.27371839e-01  6.36464185e-01  6.45556530e-01
  6.54648876e-01  6.63741221e-01  6.72833567e-01  6.81925912e-01
  6.91018258e-01  7.00110603e-01  7.09202949e-01  7.18295294e-01
  7.27387640e-01  7.36479985e-01  7.45572331e-01  7.54664676e-01
  7.63757022e-01  7.72849367e-01  7.81941713e-01  7.91034058e-01
  8.00126404e-01  8.09218749e-01  8.18311095e-01  8.27403440e-01
  8.36495786e-01  8.45588131e-01  8.54680477e-01  8.63772822e-01
  8.72865168e-01  8.81957513e-01  8.91049859e-01  9.00142204e-01]"
405,"[0.00893944 0.01787889 0.02681833 0.03575777 0.04469721 0.05363666
 0.0625761  0.07151554 0.08045498 0.08939443 0.09833387 0.10727331
 0.11621276 0.1251522  0.13409164 0.14303108 0.15197053 0.16090997
 0.16984941 0.17878885 0.1877283  0.19666774 0.20560718 0.21454663
 0.22348607 0.23242551 0.24136495 0.2503044  0.25924384 0.26818328
 0.27712272 0.28606217 0.29500161 0.30394105 0.3128805  0.32181994
 0.33075938 0.33969882 0.34863827 0.35757771 0.36651715 0.3754566
 0.38439604 0.39333548 0.40227492 0.41121437 0.42015381 0.42909325
 0.43803269 0.44697214 0.45591158 0.46485102 0.47379047 0.48272991
 0.49166935 0.50060879 0.50954824 0.51848768 0.52742712 0.53636656
 0.54530601 0.55424545 0.56318489 0.57212434 0.58106378 0.59000322
 0.59894266 0.60788211 0.61682155 0.62576099 0.63470043 0.64363988
 0.65257932 0.66151876 0.67045821 0.67939765 0.68833709 0.69727653
 0.70621598 0.71515542 0.72409486 0.7330343  0.74197375 0.75091319
 0.75985263 0.76879208 0.77773152 0.78667096 0.7956104  0.80454985
 0.81348929 0.82242873 0.83136817 0.84030762 0.84924706 0.8581865
 0.86712595 0.87606539 0.88500483 0.89394427]"
406,"[0.00889067 0.01778134 0.02667202 0.03556269 0.04445336 0.05334403
 0.0622347  0.07112538 0.08001605 0.08890672 0.09779739 0.10668806
 0.11557874 0.12446941 0.13336008 0.14225075 0.15114142 0.16003209
 0.16892277 0.17781344 0.18670411 0.19559478 0.20448545 0.21337613
 0.2222668  0.23115747 0.24004814 0.24893881 0.25782949 0.26672016
 0.27561083 0.2845015  0.29339217 0.30228285 0.31117352 0.32006419
 0.32895486 0.33784553 0.34673621 0.35562688 0.36451755 0.37340822
 0.38229889 0.39118957 0.40008024 0.40897091 0.41786158 0.42675225
 0.43564292 0.4445336  0.45342427 0.46231494 0.47120561 0.48009628
 0.48898696 0.49787763 0.5067683  0.51565897 0.52454964 0.53344032
 0.54233099 0.55122166 0.56011233 0.569003   0.57789368 0.58678435
 0.59567502 0.60456569 0.61345636 0.62234704 0.63123771 0.64012838
 0.64901905 0.65790972 0.6668004  0.67569107 0.68458174 0.69347241
 0.70236308 0.71125375 0.72014443 0.7290351  0.73792577 0.74681644
 0.75570711 0.76459779 0.77348846 0.78237913 0.7912698  0.80016047
 0.80905115 0.81794182 0.82683249 0.83572316 0.84461383 0.85350451
 0.86239518 0.87128585 0.88017652 0.88906719]"
407,"[0.00889244 0.01778487 0.02667731 0.03556975 0.04446218 0.05335462
 0.06224706 0.07113949 0.08003193 0.08892436 0.0978168  0.10670924
 0.11560167 0.12449411 0.13338655 0.14227898 0.15117142 0.16006386
 0.16895629 0.17784873 0.18674117 0.1956336  0.20452604 0.21341847
 0.22231091 0.23120335 0.24009578 0.24898822 0.25788066 0.26677309
 0.27566553 0.28455797 0.2934504  0.30234284 0.31123528 0.32012771
 0.32902015 0.33791258 0.34680502 0.35569746 0.36458989 0.37348233
 0.38237477 0.3912672  0.40015964 0.40905208 0.41794451 0.42683695
 0.43572939 0.44462182 0.45351426 0.46240669 0.47129913 0.48019157
 0.489084   0.49797644 0.50686888 0.51576131 0.52465375 0.53354619
 0.54243862 0.55133106 0.5602235  0.56911593 0.57800837 0.5869008
 0.59579324 0.60468568 0.61357811 0.62247055 0.63136299 0.64025542
 0.64914786 0.6580403  0.66693273 0.67582517 0.68471761 0.69361004
 0.70250248 0.71139491 0.72028735 0.72917979 0.73807222 0.74696466
 0.7558571  0.76474953 0.77364197 0.78253441 0.79142684 0.80031928
 0.80921172 0.81810415 0.82699659 0.83588902 0.84478146 0.8536739
 0.86256633 0.87145877 0.88035121 0.88924364]"
408,"[0.00890841 0.01781683 0.02672524 0.03563365 0.04454206 0.05345048
 0.06235889 0.0712673  0.08017571 0.08908413 0.09799254 0.10690095
 0.11580936 0.12471778 0.13362619 0.1425346  0.15144301 0.16035143
 0.16925984 0.17816825 0.18707667 0.19598508 0.20489349 0.2138019
 0.22271032 0.23161873 0.24052714 0.24943555 0.25834397 0.26725238
 0.27616079 0.2850692  0.29397762 0.30288603 0.31179444 0.32070285
 0.32961127 0.33851968 0.34742809 0.3563365  0.36524492 0.37415333
 0.38306174 0.39197016 0.40087857 0.40978698 0.41869539 0.42760381
 0.43651222 0.44542063 0.45432904 0.46323746 0.47214587 0.48105428
 0.48996269 0.49887111 0.50777952 0.51668793 0.52559634 0.53450476
 0.54341317 0.55232158 0.56123    0.57013841 0.57904682 0.58795523
 0.59686365 0.60577206 0.61468047 0.62358888 0.6324973  0.64140571
 0.65031412 0.65922253 0.66813095 0.67703936 0.68594777 0.69485618
 0.7037646  0.71267301 0.72158142 0.73048984 0.73939825 0.74830666
 0.75721507 0.76612349 0.7750319  0.78394031 0.79284872 0.80175714
 0.81066555 0.81957396 0.82848237 0.83739079 0.8462992  0.85520761
 0.86411602 0.87302444 0.88193285 0.89084126]"
409,"[0.00889848 0.01779696 0.02669544 0.03559392 0.0444924  0.05339088
 0.06228936 0.07118784 0.08008632 0.0889848  0.09788328 0.10678176
 0.11568024 0.12457872 0.1334772  0.14237568 0.15127416 0.16017264
 0.16907112 0.1779696  0.18686808 0.19576656 0.20466504 0.21356352
 0.222462   0.23136048 0.24025896 0.24915744 0.25805592 0.2669544
 0.27585288 0.28475136 0.29364984 0.30254832 0.3114468  0.32034528
 0.32924376 0.33814224 0.34704072 0.3559392  0.36483769 0.37373617
 0.38263465 0.39153313 0.40043161 0.40933009 0.41822857 0.42712705
 0.43602553 0.44492401 0.45382249 0.46272097 0.47161945 0.48051793
 0.48941641 0.49831489 0.50721337 0.51611185 0.52501033 0.53390881
 0.54280729 0.55170577 0.56060425 0.56950273 0.57840121 0.58729969
 0.59619817 0.60509665 0.61399513 0.62289361 0.63179209 0.64069057
 0.64958905 0.65848753 0.66738601 0.67628449 0.68518297 0.69408145
 0.70297993 0.71187841 0.72077689 0.72967537 0.73857385 0.74747233
 0.75637081 0.76526929 0.77416777 0.78306625 0.79196473 0.80086321
 0.80976169 0.81866017 0.82755865 0.83645713 0.84535561 0.85425409
 0.86315257 0.87205105 0.88094953 0.88984801]"
410,"[0.00901617 0.01803234 0.02704851 0.03606468 0.04508084 0.05409701
 0.06311318 0.07212935 0.08114552 0.09016169 0.09917786 0.10819403
 0.1172102  0.12622636 0.13524253 0.1442587  0.15327487 0.16229104
 0.17130721 0.18032338 0.18933955 0.19835571 0.20737188 0.21638805
 0.22540422 0.23442039 0.24343656 0.25245273 0.2614689  0.27048507
 0.27950123 0.2885174  0.29753357 0.30654974 0.31556591 0.32458208
 0.33359825 0.34261442 0.35163059 0.36064675 0.36966292 0.37867909
 0.38769526 0.39671143 0.4057276  0.41474377 0.42375994 0.43277611
 0.44179227 0.45080844 0.45982461 0.46884078 0.47785695 0.48687312
 0.49588929 0.50490546 0.51392163 0.52293779 0.53195396 0.54097013
 0.5499863  0.55900247 0.56801864 0.57703481 0.58605098 0.59506714
 0.60408331 0.61309948 0.62211565 0.63113182 0.64014799 0.64916416
 0.65818033 0.6671965  0.67621266 0.68522883 0.694245   0.70326117
 0.71227734 0.72129351 0.73030968 0.73932585 0.74834202 0.75735818
 0.76637435 0.77539052 0.78440669 0.79342286 0.80243903 0.8114552
 0.82047137 0.82948754 0.8385037  0.84751987 0.85653604 0.86555221
 0.87456838 0.88358455 0.89260072 0.90161689]"
411,"[0.00906366 0.01812733 0.02719099 0.03625465 0.04531831 0.05438198
 0.06344564 0.0725093  0.08157297 0.09063663 0.09970029 0.10876396
 0.11782762 0.12689128 0.13595494 0.14501861 0.15408227 0.16314593
 0.1722096  0.18127326 0.19033692 0.19940059 0.20846425 0.21752791
 0.22659157 0.23565524 0.2447189  0.25378256 0.26284623 0.27190989
 0.28097355 0.29003722 0.29910088 0.30816454 0.3172282  0.32629187
 0.33535553 0.34441919 0.35348286 0.36254652 0.37161018 0.38067384
 0.38973751 0.39880117 0.40786483 0.4169285  0.42599216 0.43505582
 0.44411949 0.45318315 0.46224681 0.47131047 0.48037414 0.4894378
 0.49850146 0.50756513 0.51662879 0.52569245 0.53475612 0.54381978
 0.55288344 0.5619471  0.57101077 0.58007443 0.58913809 0.59820176
 0.60726542 0.61632908 0.62539274 0.63445641 0.64352007 0.65258373
 0.6616474  0.67071106 0.67977472 0.68883839 0.69790205 0.70696571
 0.71602937 0.72509304 0.7341567  0.74322036 0.75228403 0.76134769
 0.77041135 0.77947502 0.78853868 0.79760234 0.806666   0.81572967
 0.82479333 0.83385699 0.84292066 0.85198432 0.86104798 0.87011165
 0.87917531 0.88823897 0.89730263 0.9063663 ]"
412,"[0.00895832 0.01791663 0.02687495 0.03583326 0.04479158 0.05374989
 0.06270821 0.07166653 0.08062484 0.08958316 0.09854147 0.10749979
 0.11645811 0.12541642 0.13437474 0.14333305 0.15229137 0.16124968
 0.170208   0.17916632 0.18812463 0.19708295 0.20604126 0.21499958
 0.22395789 0.23291621 0.24187453 0.25083284 0.25979116 0.26874947
 0.27770779 0.2866661  0.29562442 0.30458274 0.31354105 0.32249937
 0.33145768 0.340416   0.34937432 0.35833263 0.36729095 0.37624926
 0.38520758 0.39416589 0.40312421 0.41208253 0.42104084 0.42999916
 0.43895747 0.44791579 0.4568741  0.46583242 0.47479074 0.48374905
 0.49270737 0.50166568 0.510624   0.51958231 0.52854063 0.53749895
 0.54645726 0.55541558 0.56437389 0.57333221 0.58229053 0.59124884
 0.60020716 0.60916547 0.61812379 0.6270821  0.63604042 0.64499874
 0.65395705 0.66291537 0.67187368 0.680832   0.68979031 0.69874863
 0.70770695 0.71666526 0.72562358 0.73458189 0.74354021 0.75249853
 0.76145684 0.77041516 0.77937347 0.78833179 0.7972901  0.80624842
 0.81520674 0.82416505 0.83312337 0.84208168 0.85104    0.85999831
 0.86895663 0.87791495 0.88687326 0.89583158]"
413,"[0.0089467  0.0178934  0.0268401  0.0357868  0.0447335  0.0536802
 0.0626269  0.0715736  0.0805203  0.089467   0.0984137  0.1073604
 0.1163071  0.1252538  0.1342005  0.1431472  0.1520939  0.1610406
 0.1699873  0.178934   0.1878807  0.1968274  0.2057741  0.2147208
 0.2236675  0.2326142  0.2415609  0.2505076  0.2594543  0.268401
 0.2773477  0.2862944  0.2952411  0.3041878  0.3131345  0.3220812
 0.3310279  0.3399746  0.3489213  0.35786799 0.36681469 0.37576139
 0.38470809 0.39365479 0.40260149 0.41154819 0.42049489 0.42944159
 0.43838829 0.44733499 0.45628169 0.46522839 0.47417509 0.48312179
 0.49206849 0.50101519 0.50996189 0.51890859 0.52785529 0.53680199
 0.54574869 0.55469539 0.56364209 0.57258879 0.58153549 0.59048219
 0.59942889 0.60837559 0.61732229 0.62626899 0.63521569 0.64416239
 0.65310909 0.66205579 0.67100249 0.67994919 0.68889589 0.69784259
 0.70678929 0.71573599 0.72468269 0.73362939 0.74257609 0.75152279
 0.76046949 0.76941619 0.77836289 0.78730959 0.79625629 0.80520299
 0.81414969 0.82309639 0.83204309 0.84098979 0.84993649 0.85888319
 0.86782989 0.87677659 0.88572329 0.89466999]"
414,"[0.00894379 0.01788758 0.02683137 0.03577516 0.04471895 0.05366274
 0.06260652 0.07155031 0.0804941  0.08943789 0.09838168 0.10732547
 0.11626926 0.12521305 0.13415684 0.14310063 0.15204442 0.16098821
 0.169932   0.17887579 0.18781957 0.19676336 0.20570715 0.21465094
 0.22359473 0.23253852 0.24148231 0.2504261  0.25936989 0.26831368
 0.27725747 0.28620126 0.29514505 0.30408884 0.31303262 0.32197641
 0.3309202  0.33986399 0.34880778 0.35775157 0.36669536 0.37563915
 0.38458294 0.39352673 0.40247052 0.41141431 0.4203581  0.42930189
 0.43824567 0.44718946 0.45613325 0.46507704 0.47402083 0.48296462
 0.49190841 0.5008522  0.50979599 0.51873978 0.52768357 0.53662736
 0.54557115 0.55451494 0.56345872 0.57240251 0.5813463  0.59029009
 0.59923388 0.60817767 0.61712146 0.62606525 0.63500904 0.64395283
 0.65289662 0.66184041 0.6707842  0.67972799 0.68867177 0.69761556
 0.70655935 0.71550314 0.72444693 0.73339072 0.74233451 0.7512783
 0.76022209 0.76916588 0.77810967 0.78705346 0.79599725 0.80494104
 0.81388482 0.82282861 0.8317724  0.84071619 0.84965998 0.85860377
 0.86754756 0.87649135 0.88543514 0.89437893]"
415,"[0.00890456 0.01780913 0.02671369 0.03561826 0.04452282 0.05342739
 0.06233195 0.07123652 0.08014108 0.08904565 0.09795021 0.10685478
 0.11575934 0.12466391 0.13356847 0.14247304 0.1513776  0.16028217
 0.16918673 0.1780913  0.18699586 0.19590043 0.20480499 0.21370956
 0.22261412 0.23151869 0.24042325 0.24932782 0.25823238 0.26713695
 0.27604151 0.28494608 0.29385064 0.30275521 0.31165977 0.32056434
 0.3294689  0.33837347 0.34727803 0.3561826  0.36508716 0.37399173
 0.38289629 0.39180086 0.40070542 0.40960999 0.41851455 0.42741912
 0.43632368 0.44522825 0.45413281 0.46303738 0.47194194 0.48084651
 0.48975107 0.49865564 0.5075602  0.51646477 0.52536933 0.5342739
 0.54317846 0.55208303 0.56098759 0.56989216 0.57879672 0.58770129
 0.59660585 0.60551042 0.61441498 0.62331955 0.63222411 0.64112868
 0.65003324 0.65893781 0.66784237 0.67674694 0.6856515  0.69455607
 0.70346063 0.7123652  0.72126976 0.73017433 0.73907889 0.74798346
 0.75688802 0.76579259 0.77469715 0.78360172 0.79250628 0.80141085
 0.81031541 0.81921998 0.82812454 0.83702911 0.84593367 0.85483824
 0.8637428  0.87264737 0.88155193 0.8904565 ]"
416,"[0.00888758 0.01777515 0.02666273 0.03555031 0.04443788 0.05332546
 0.06221304 0.07110061 0.07998819 0.08887576 0.09776334 0.10665092
 0.11553849 0.12442607 0.13331365 0.14220122 0.1510888  0.15997638
 0.16886395 0.17775153 0.18663911 0.19552668 0.20441426 0.21330184
 0.22218941 0.23107699 0.23996457 0.24885214 0.25773972 0.26662729
 0.27551487 0.28440245 0.29329002 0.3021776  0.31106518 0.31995275
 0.32884033 0.33772791 0.34661548 0.35550306 0.36439064 0.37327821
 0.38216579 0.39105337 0.39994094 0.40882852 0.4177161  0.42660367
 0.43549125 0.44437882 0.4532664  0.46215398 0.47104155 0.47992913
 0.48881671 0.49770428 0.50659186 0.51547944 0.52436701 0.53325459
 0.54214217 0.55102974 0.55991732 0.5688049  0.57769247 0.58658005
 0.59546763 0.6043552  0.61324278 0.62213035 0.63101793 0.63990551
 0.64879308 0.65768066 0.66656824 0.67545581 0.68434339 0.69323097
 0.70211854 0.71100612 0.7198937  0.72878127 0.73766885 0.74655643
 0.755444   0.76433158 0.77321916 0.78210673 0.79099431 0.79988188
 0.80876946 0.81765704 0.82654461 0.83543219 0.84431977 0.85320734
 0.86209492 0.8709825  0.87987007 0.88875765]"
417,"[0.00889    0.01777999 0.02666999 0.03555999 0.04444998 0.05333998
 0.06222998 0.07111997 0.08000997 0.08889997 0.09778996 0.10667996
 0.11556995 0.12445995 0.13334995 0.14223994 0.15112994 0.16001994
 0.16890993 0.17779993 0.18668993 0.19557992 0.20446992 0.21335992
 0.22224991 0.23113991 0.24002991 0.2489199  0.2578099  0.2666999
 0.27558989 0.28447989 0.29336989 0.30225988 0.31114988 0.32003988
 0.32892987 0.33781987 0.34670986 0.35559986 0.36448986 0.37337985
 0.38226985 0.39115985 0.40004984 0.40893984 0.41782984 0.42671983
 0.43560983 0.44449983 0.45338982 0.46227982 0.47116982 0.48005981
 0.48894981 0.49783981 0.5067298  0.5156198  0.5245098  0.53339979
 0.54228979 0.55117978 0.56006978 0.56895978 0.57784977 0.58673977
 0.59562977 0.60451976 0.61340976 0.62229976 0.63118975 0.64007975
 0.64896975 0.65785974 0.66674974 0.67563974 0.68452973 0.69341973
 0.70230973 0.71119972 0.72008972 0.72897972 0.73786971 0.74675971
 0.75564971 0.7645397  0.7734297  0.78231969 0.79120969 0.80009969
 0.80898968 0.81787968 0.82676968 0.83565967 0.84454967 0.85343967
 0.86232966 0.87121966 0.88010966 0.88899965]"
418,"[0.00889262 0.01778524 0.02667786 0.03557049 0.04446311 0.05335573
 0.06224835 0.07114097 0.08003359 0.08892622 0.09781884 0.10671146
 0.11560408 0.1244967  0.13338932 0.14228194 0.15117457 0.16006719
 0.16895981 0.17785243 0.18674505 0.19563767 0.2045303  0.21342292
 0.22231554 0.23120816 0.24010078 0.2489934  0.25788602 0.26677865
 0.27567127 0.28456389 0.29345651 0.30234913 0.31124175 0.32013438
 0.329027   0.33791962 0.34681224 0.35570486 0.36459748 0.3734901
 0.38238273 0.39127535 0.40016797 0.40906059 0.41795321 0.42684583
 0.43573846 0.44463108 0.4535237  0.46241632 0.47130894 0.48020156
 0.48909418 0.49798681 0.50687943 0.51577205 0.52466467 0.53355729
 0.54244991 0.55134254 0.56023516 0.56912778 0.5780204  0.58691302
 0.59580564 0.60469826 0.61359089 0.62248351 0.63137613 0.64026875
 0.64916137 0.65805399 0.66694662 0.67583924 0.68473186 0.69362448
 0.7025171  0.71140972 0.72030234 0.72919497 0.73808759 0.74698021
 0.75587283 0.76476545 0.77365807 0.7825507  0.79144332 0.80033594
 0.80922856 0.81812118 0.8270138  0.83590642 0.84479905 0.85369167
 0.86258429 0.87147691 0.88036953 0.88926215]"
419,"[0.00888399 0.01776799 0.02665198 0.03553597 0.04441996 0.05330396
 0.06218795 0.07107194 0.07995593 0.08883993 0.09772392 0.10660791
 0.11549191 0.1243759  0.13325989 0.14214388 0.15102788 0.15991187
 0.16879586 0.17767986 0.18656385 0.19544784 0.20433183 0.21321583
 0.22209982 0.23098381 0.2398678  0.2487518  0.25763579 0.26651978
 0.27540378 0.28428777 0.29317176 0.30205575 0.31093975 0.31982374
 0.32870773 0.33759173 0.34647572 0.35535971 0.3642437  0.3731277
 0.38201169 0.39089568 0.39977967 0.40866367 0.41754766 0.42643165
 0.43531565 0.44419964 0.45308363 0.46196762 0.47085162 0.47973561
 0.4886196  0.4975036  0.50638759 0.51527158 0.52415557 0.53303957
 0.54192356 0.55080755 0.55969154 0.56857554 0.57745953 0.58634352
 0.59522752 0.60411151 0.6129955  0.62187949 0.63076349 0.63964748
 0.64853147 0.65741547 0.66629946 0.67518345 0.68406744 0.69295144
 0.70183543 0.71071942 0.71960341 0.72848741 0.7373714  0.74625539
 0.75513939 0.76402338 0.77290737 0.78179136 0.79067536 0.79955935
 0.80844334 0.81732733 0.82621133 0.83509532 0.84397931 0.85286331
 0.8617473  0.87063129 0.87951528 0.88839928]"
420,"[0.00886212 0.01772423 0.02658635 0.03544846 0.04431058 0.05317269
 0.06203481 0.07089692 0.07975904 0.08862116 0.09748327 0.10634539
 0.1152075  0.12406962 0.13293173 0.14179385 0.15065596 0.15951808
 0.1683802  0.17724231 0.18610443 0.19496654 0.20382866 0.21269077
 0.22155289 0.230415   0.23927712 0.24813923 0.25700135 0.26586347
 0.27472558 0.2835877  0.29244981 0.30131193 0.31017404 0.31903616
 0.32789827 0.33676039 0.34562251 0.35448462 0.36334674 0.37220885
 0.38107097 0.38993308 0.3987952  0.40765731 0.41651943 0.42538155
 0.43424366 0.44310578 0.45196789 0.46083001 0.46969212 0.47855424
 0.48741635 0.49627847 0.50514059 0.5140027  0.52286482 0.53172693
 0.54058905 0.54945116 0.55831328 0.56717539 0.57603751 0.58489963
 0.59376174 0.60262386 0.61148597 0.62034809 0.6292102  0.63807232
 0.64693443 0.65579655 0.66465867 0.67352078 0.6823829  0.69124501
 0.70010713 0.70896924 0.71783136 0.72669347 0.73555559 0.7444177
 0.75327982 0.76214194 0.77100405 0.77986617 0.78872828 0.7975904
 0.80645251 0.81531463 0.82417674 0.83303886 0.84190098 0.85076309
 0.85962521 0.86848732 0.87734944 0.88621155]"
421,"[-4.77379763e-15  8.92398411e-03  1.78479682e-02  2.67719523e-02
  3.56959364e-02  4.46199206e-02  5.35439047e-02  6.24678888e-02
  7.13918729e-02  8.03158570e-02  8.92398411e-02  9.81638252e-02
  1.07087809e-01  1.16011793e-01  1.24935778e-01  1.33859762e-01
  1.42783746e-01  1.51707730e-01  1.60631714e-01  1.69555698e-01
  1.78479682e-01  1.87403666e-01  1.96327650e-01  2.05251635e-01
  2.14175619e-01  2.23099603e-01  2.32023587e-01  2.40947571e-01
  2.49871555e-01  2.58795539e-01  2.67719523e-01  2.76643507e-01
  2.85567492e-01  2.94491476e-01  3.03415460e-01  3.12339444e-01
  3.21263428e-01  3.30187412e-01  3.39111396e-01  3.48035380e-01
  3.56959364e-01  3.65883349e-01  3.74807333e-01  3.83731317e-01
  3.92655301e-01  4.01579285e-01  4.10503269e-01  4.19427253e-01
  4.28351237e-01  4.37275221e-01  4.46199206e-01  4.55123190e-01
  4.64047174e-01  4.72971158e-01  4.81895142e-01  4.90819126e-01
  4.99743110e-01  5.08667094e-01  5.17591078e-01  5.26515063e-01
  5.35439047e-01  5.44363031e-01  5.53287015e-01  5.62210999e-01
  5.71134983e-01  5.80058967e-01  5.88982951e-01  5.97906935e-01
  6.06830920e-01  6.15754904e-01  6.24678888e-01  6.33602872e-01
  6.42526856e-01  6.51450840e-01  6.60374824e-01  6.69298808e-01
  6.78222792e-01  6.87146777e-01  6.96070761e-01  7.04994745e-01
  7.13918729e-01  7.22842713e-01  7.31766697e-01  7.40690681e-01
  7.49614665e-01  7.58538649e-01  7.67462634e-01  7.76386618e-01
  7.85310602e-01  7.94234586e-01  8.03158570e-01  8.12082554e-01
  8.21006538e-01  8.29930522e-01  8.38854506e-01  8.47778491e-01
  8.56702475e-01  8.65626459e-01  8.74550443e-01  8.83474427e-01]"
422,"[0.00902727 0.01805455 0.02708182 0.03610909 0.04513637 0.05416364
 0.06319092 0.07221819 0.08124546 0.09027274 0.09930001 0.10832728
 0.11735456 0.12638183 0.13540911 0.14443638 0.15346365 0.16249093
 0.1715182  0.18054547 0.18957275 0.19860002 0.2076273  0.21665457
 0.22568184 0.23470912 0.24373639 0.25276366 0.26179094 0.27081821
 0.27984549 0.28887276 0.29790003 0.30692731 0.31595458 0.32498185
 0.33400913 0.3430364  0.35206368 0.36109095 0.37011822 0.3791455
 0.38817277 0.39720004 0.40622732 0.41525459 0.42428187 0.43330914
 0.44233641 0.45136369 0.46039096 0.46941823 0.47844551 0.48747278
 0.49650006 0.50552733 0.5145546  0.52358188 0.53260915 0.54163642
 0.5506637  0.55969097 0.56871824 0.57774552 0.58677279 0.59580007
 0.60482734 0.61385461 0.62288189 0.63190916 0.64093643 0.64996371
 0.65899098 0.66801826 0.67704553 0.6860728  0.69510008 0.70412735
 0.71315462 0.7221819  0.73120917 0.74023645 0.74926372 0.75829099
 0.76731827 0.77634554 0.78537281 0.79440009 0.80342736 0.81245464
 0.82148191 0.83050918 0.83953646 0.84856373 0.857591   0.86661828
 0.87564555 0.88467283 0.8937001  0.90272737]"
