,Q
344,"[0.00970237 0.01940474 0.02910711 0.03880948 0.04851185 0.05821421
 0.06791658 0.07761895 0.08732132 0.09702369 0.10672606 0.11642843
 0.1261308  0.13583317 0.14553554 0.15523791 0.16494027 0.17464264
 0.18434501 0.19404738 0.20374975 0.21345212 0.22315449 0.23285686
 0.24255923 0.2522616  0.26196397 0.27166633 0.2813687  0.29107107
 0.30077344 0.31047581 0.32017818 0.32988055 0.33958292 0.34928529
 0.35898766 0.36869003 0.37839239 0.38809476 0.39779713 0.4074995
 0.41720187 0.42690424 0.43660661 0.44630898 0.45601135 0.46571372
 0.47541609 0.48511845 0.49482082 0.50452319 0.51422556 0.52392793
 0.5336303  0.54333267 0.55303504 0.56273741 0.57243978 0.58214215
 0.59184451 0.60154688 0.61124925 0.62095162 0.63065399 0.64035636
 0.65005873 0.6597611  0.66946347 0.67916584 0.68886821 0.69857057
 0.70827294 0.71797531 0.72767768 0.73738005 0.74708242 0.75678479
 0.76648716 0.77618953 0.7858919  0.79559427 0.80529663 0.814999
 0.82470137 0.83440374 0.84410611 0.85380848 0.86351085 0.87321322
 0.88291559 0.89261796 0.90232033 0.91202269 0.92172506 0.93142743
 0.9411298  0.95083217 0.96053454 0.97023691]"
345,"[0.0096912  0.01938239 0.02907359 0.03876479 0.04845598 0.05814718
 0.06783837 0.07752957 0.08722077 0.09691196 0.10660316 0.11629436
 0.12598555 0.13567675 0.14536794 0.15505914 0.16475034 0.17444153
 0.18413273 0.19382393 0.20351512 0.21320632 0.22289751 0.23258871
 0.24227991 0.2519711  0.2616623  0.2713535  0.28104469 0.29073589
 0.30042708 0.31011828 0.31980948 0.32950067 0.33919187 0.34888307
 0.35857426 0.36826546 0.37795666 0.38764785 0.39733905 0.40703024
 0.41672144 0.42641264 0.43610383 0.44579503 0.45548623 0.46517742
 0.47486862 0.48455981 0.49425101 0.50394221 0.5136334  0.5233246
 0.5330158  0.54270699 0.55239819 0.56208938 0.57178058 0.58147178
 0.59116297 0.60085417 0.61054537 0.62023656 0.62992776 0.63961895
 0.64931015 0.65900135 0.66869254 0.67838374 0.68807494 0.69776613
 0.70745733 0.71714852 0.72683972 0.73653092 0.74622211 0.75591331
 0.76560451 0.7752957  0.7849869  0.7946781  0.80436929 0.81406049
 0.82375168 0.83344288 0.84313408 0.85282527 0.86251647 0.87220767
 0.88189886 0.89159006 0.90128125 0.91097245 0.92066365 0.93035484
 0.94004604 0.94973724 0.95942843 0.96911963]"
346,"[0.00971474 0.01942948 0.02914422 0.03885897 0.04857371 0.05828845
 0.06800319 0.07771793 0.08743267 0.09714742 0.10686216 0.1165769
 0.12629164 0.13600638 0.14572112 0.15543586 0.16515061 0.17486535
 0.18458009 0.19429483 0.20400957 0.21372431 0.22343905 0.2331538
 0.24286854 0.25258328 0.26229802 0.27201276 0.2817275  0.29144225
 0.30115699 0.31087173 0.32058647 0.33030121 0.34001595 0.34973069
 0.35944544 0.36916018 0.37887492 0.38858966 0.3983044  0.40801914
 0.41773388 0.42744863 0.43716337 0.44687811 0.45659285 0.46630759
 0.47602233 0.48573708 0.49545182 0.50516656 0.5148813  0.52459604
 0.53431078 0.54402552 0.55374027 0.56345501 0.57316975 0.58288449
 0.59259923 0.60231397 0.61202871 0.62174346 0.6314582  0.64117294
 0.65088768 0.66060242 0.67031716 0.68003191 0.68974665 0.69946139
 0.70917613 0.71889087 0.72860561 0.73832035 0.7480351  0.75774984
 0.76746458 0.77717932 0.78689406 0.7966088  0.80632354 0.81603829
 0.82575303 0.83546777 0.84518251 0.85489725 0.86461199 0.87432674
 0.88404148 0.89375622 0.90347096 0.9131857  0.92290044 0.93261518
 0.94232993 0.95204467 0.96175941 0.97147415]"
347,"[0.00972672 0.01945345 0.02918017 0.03890689 0.04863362 0.05836034
 0.06808706 0.07781379 0.08754051 0.09726723 0.10699396 0.11672068
 0.1264474  0.13617412 0.14590085 0.15562757 0.16535429 0.17508102
 0.18480774 0.19453446 0.20426119 0.21398791 0.22371463 0.23344136
 0.24316808 0.2528948  0.26262153 0.27234825 0.28207497 0.2918017
 0.30152842 0.31125514 0.32098187 0.33070859 0.34043531 0.35016204
 0.35988876 0.36961548 0.37934221 0.38906893 0.39879565 0.40852237
 0.4182491  0.42797582 0.43770254 0.44742927 0.45715599 0.46688271
 0.47660944 0.48633616 0.49606288 0.50578961 0.51551633 0.52524305
 0.53496978 0.5446965  0.55442322 0.56414995 0.57387667 0.58360339
 0.59333012 0.60305684 0.61278356 0.62251029 0.63223701 0.64196373
 0.65169045 0.66141718 0.6711439  0.68087062 0.69059735 0.70032407
 0.71005079 0.71977752 0.72950424 0.73923096 0.74895769 0.75868441
 0.76841113 0.77813786 0.78786458 0.7975913  0.80731803 0.81704475
 0.82677147 0.8364982  0.84622492 0.85595164 0.86567837 0.87540509
 0.88513181 0.89485853 0.90458526 0.91431198 0.9240387  0.93376543
 0.94349215 0.95321887 0.9629456  0.97267232]"
348,"[0.0096693  0.01933861 0.02900791 0.03867722 0.04834652 0.05801583
 0.06768513 0.07735443 0.08702374 0.09669304 0.10636235 0.11603165
 0.12570096 0.13537026 0.14503956 0.15470887 0.16437817 0.17404748
 0.18371678 0.19338609 0.20305539 0.21272469 0.222394   0.2320633
 0.24173261 0.25140191 0.26107122 0.27074052 0.28040982 0.29007913
 0.29974843 0.30941774 0.31908704 0.32875635 0.33842565 0.34809495
 0.35776426 0.36743356 0.37710287 0.38677217 0.39644148 0.40611078
 0.41578008 0.42544939 0.43511869 0.444788   0.4544573  0.46412661
 0.47379591 0.48346521 0.49313452 0.50280382 0.51247313 0.52214243
 0.53181174 0.54148104 0.55115034 0.56081965 0.57048895 0.58015826
 0.58982756 0.59949687 0.60916617 0.61883547 0.62850478 0.63817408
 0.64784339 0.65751269 0.66718199 0.6768513  0.6865206  0.69618991
 0.70585921 0.71552852 0.72519782 0.73486712 0.74453643 0.75420573
 0.76387504 0.77354434 0.78321365 0.79288295 0.80255225 0.81222156
 0.82189086 0.83156017 0.84122947 0.85089878 0.86056808 0.87023738
 0.87990669 0.88957599 0.8992453  0.9089146  0.91858391 0.92825321
 0.93792251 0.94759182 0.95726112 0.96693043]"
349,"[0.00965817 0.01931633 0.0289745  0.03863267 0.04829083 0.057949
 0.06760716 0.07726533 0.0869235  0.09658166 0.10623983 0.115898
 0.12555616 0.13521433 0.1448725  0.15453066 0.16418883 0.17384699
 0.18350516 0.19316333 0.20282149 0.21247966 0.22213783 0.23179599
 0.24145416 0.25111232 0.26077049 0.27042866 0.28008682 0.28974499
 0.29940316 0.30906132 0.31871949 0.32837766 0.33803582 0.34769399
 0.35735215 0.36701032 0.37666849 0.38632665 0.39598482 0.40564299
 0.41530115 0.42495932 0.43461749 0.44427565 0.45393382 0.46359198
 0.47325015 0.48290832 0.49256648 0.50222465 0.51188282 0.52154098
 0.53119915 0.54085731 0.55051548 0.56017365 0.56983181 0.57948998
 0.58914815 0.59880631 0.60846448 0.61812265 0.62778081 0.63743898
 0.64709714 0.65675531 0.66641348 0.67607164 0.68572981 0.69538798
 0.70504614 0.71470431 0.72436248 0.73402064 0.74367881 0.75333697
 0.76299514 0.77265331 0.78231147 0.79196964 0.80162781 0.81128597
 0.82094414 0.83060231 0.84026047 0.84991864 0.8595768  0.86923497
 0.87889314 0.8885513  0.89820947 0.90786764 0.9175258  0.92718397
 0.93684213 0.9465003  0.95615847 0.96581663]"
350,"[0.00965136 0.01930272 0.02895409 0.03860545 0.04825681 0.05790817
 0.06755953 0.0772109  0.08686226 0.09651362 0.10616498 0.11581634
 0.12546771 0.13511907 0.14477043 0.15442179 0.16407315 0.17372452
 0.18337588 0.19302724 0.2026786  0.21232996 0.22198133 0.23163269
 0.24128405 0.25093541 0.26058677 0.27023814 0.2798895  0.28954086
 0.29919222 0.30884358 0.31849495 0.32814631 0.33779767 0.34744903
 0.35710039 0.36675176 0.37640312 0.38605448 0.39570584 0.4053572
 0.41500857 0.42465993 0.43431129 0.44396265 0.45361401 0.46326538
 0.47291674 0.4825681  0.49221946 0.50187082 0.51152219 0.52117355
 0.53082491 0.54047627 0.55012763 0.55977899 0.56943036 0.57908172
 0.58873308 0.59838444 0.6080358  0.61768717 0.62733853 0.63698989
 0.64664125 0.65629261 0.66594398 0.67559534 0.6852467  0.69489806
 0.70454942 0.71420079 0.72385215 0.73350351 0.74315487 0.75280623
 0.7624576  0.77210896 0.78176032 0.79141168 0.80106304 0.81071441
 0.82036577 0.83001713 0.83966849 0.84931985 0.85897122 0.86862258
 0.87827394 0.8879253  0.89757666 0.90722803 0.91687939 0.92653075
 0.93618211 0.94583347 0.95548484 0.9651362 ]"
351,"[0.00963737 0.01927473 0.0289121  0.03854946 0.04818683 0.0578242
 0.06746156 0.07709893 0.08673629 0.09637366 0.10601103 0.11564839
 0.12528576 0.13492312 0.14456049 0.15419786 0.16383522 0.17347259
 0.18310995 0.19274732 0.20238469 0.21202205 0.22165942 0.23129678
 0.24093415 0.25057152 0.26020888 0.26984625 0.27948361 0.28912098
 0.29875835 0.30839571 0.31803308 0.32767044 0.33730781 0.34694518
 0.35658254 0.36621991 0.37585727 0.38549464 0.39513201 0.40476937
 0.41440674 0.4240441  0.43368147 0.44331884 0.4529562  0.46259357
 0.47223093 0.4818683  0.49150567 0.50114303 0.5107804  0.52041776
 0.53005513 0.5396925  0.54932986 0.55896723 0.56860459 0.57824196
 0.58787932 0.59751669 0.60715406 0.61679142 0.62642879 0.63606615
 0.64570352 0.65534089 0.66497825 0.67461562 0.68425298 0.69389035
 0.70352772 0.71316508 0.72280245 0.73243981 0.74207718 0.75171455
 0.76135191 0.77098928 0.78062664 0.79026401 0.79990138 0.80953874
 0.81917611 0.82881347 0.83845084 0.84808821 0.85772557 0.86736294
 0.8770003  0.88663767 0.89627504 0.9059124  0.91554977 0.92518713
 0.9348245  0.94446187 0.95409923 0.9637366 ]"
352,"[0.00968525 0.0193705  0.02905575 0.038741   0.04842625 0.0581115
 0.06779675 0.077482   0.08716724 0.09685249 0.10653774 0.11622299
 0.12590824 0.13559349 0.14527874 0.15496399 0.16464924 0.17433449
 0.18401974 0.19370499 0.20339024 0.21307549 0.22276074 0.23244599
 0.24213124 0.25181649 0.26150173 0.27118698 0.28087223 0.29055748
 0.30024273 0.30992798 0.31961323 0.32929848 0.33898373 0.34866898
 0.35835423 0.36803948 0.37772473 0.38740998 0.39709523 0.40678048
 0.41646573 0.42615098 0.43583622 0.44552147 0.45520672 0.46489197
 0.47457722 0.48426247 0.49394772 0.50363297 0.51331822 0.52300347
 0.53268872 0.54237397 0.55205922 0.56174447 0.57142972 0.58111497
 0.59080022 0.60048547 0.61017071 0.61985596 0.62954121 0.63922646
 0.64891171 0.65859696 0.66828221 0.67796746 0.68765271 0.69733796
 0.70702321 0.71670846 0.72639371 0.73607896 0.74576421 0.75544946
 0.76513471 0.77481995 0.7845052  0.79419045 0.8038757  0.81356095
 0.8232462  0.83293145 0.8426167  0.85230195 0.8619872  0.87167245
 0.8813577  0.89104295 0.9007282  0.91041345 0.9200987  0.92978395
 0.9394692  0.94915444 0.95883969 0.96852494]"
353,"[0.00967324 0.01934649 0.02901973 0.03869298 0.04836622 0.05803946
 0.06771271 0.07738595 0.0870592  0.09673244 0.10640568 0.11607893
 0.12575217 0.13542541 0.14509866 0.1547719  0.16444515 0.17411839
 0.18379163 0.19346488 0.20313812 0.21281137 0.22248461 0.23215785
 0.2418311  0.25150434 0.26117759 0.27085083 0.28052407 0.29019732
 0.29987056 0.3095438  0.31921705 0.32889029 0.33856354 0.34823678
 0.35791002 0.36758327 0.37725651 0.38692976 0.396603   0.40627624
 0.41594949 0.42562273 0.43529598 0.44496922 0.45464246 0.46431571
 0.47398895 0.48366219 0.49333544 0.50300868 0.51268193 0.52235517
 0.53202841 0.54170166 0.5513749  0.56104815 0.57072139 0.58039463
 0.59006788 0.59974112 0.60941437 0.61908761 0.62876085 0.6384341
 0.64810734 0.65778058 0.66745383 0.67712707 0.68680032 0.69647356
 0.7061468  0.71582005 0.72549329 0.73516654 0.74483978 0.75451302
 0.76418627 0.77385951 0.78353276 0.793206   0.80287924 0.81255249
 0.82222573 0.83189897 0.84157222 0.85124546 0.86091871 0.87059195
 0.88026519 0.88993844 0.89961168 0.90928493 0.91895817 0.92863141
 0.93830466 0.9479779  0.95765115 0.96732439]"
354,"[0.0096296  0.01925921 0.02888881 0.03851842 0.04814802 0.05777762
 0.06740723 0.07703683 0.08666644 0.09629604 0.10592564 0.11555525
 0.12518485 0.13481445 0.14444406 0.15407366 0.16370327 0.17333287
 0.18296247 0.19259208 0.20222168 0.21185129 0.22148089 0.23111049
 0.2407401  0.2503697  0.25999931 0.26962891 0.27925851 0.28888812
 0.29851772 0.30814732 0.31777693 0.32740653 0.33703614 0.34666574
 0.35629534 0.36592495 0.37555455 0.38518416 0.39481376 0.40444336
 0.41407297 0.42370257 0.43333218 0.44296178 0.45259138 0.46222099
 0.47185059 0.4814802  0.4911098  0.5007394  0.51036901 0.51999861
 0.52962821 0.53925782 0.54888742 0.55851703 0.56814663 0.57777623
 0.58740584 0.59703544 0.60666505 0.61629465 0.62592425 0.63555386
 0.64518346 0.65481307 0.66444267 0.67407227 0.68370188 0.69333148
 0.70296109 0.71259069 0.72222029 0.7318499  0.7414795  0.7511091
 0.76073871 0.77036831 0.77999792 0.78962752 0.79925712 0.80888673
 0.81851633 0.82814594 0.83777554 0.84740514 0.85703475 0.86666435
 0.87629396 0.88592356 0.89555316 0.90518277 0.91481237 0.92444197
 0.93407158 0.94370118 0.95333079 0.96296039]"
355,"[0.00962974 0.01925947 0.02888921 0.03851894 0.04814868 0.05777841
 0.06740815 0.07703788 0.08666762 0.09629736 0.10592709 0.11555683
 0.12518656 0.1348163  0.14444603 0.15407577 0.1637055  0.17333524
 0.18296497 0.19259471 0.20222445 0.21185418 0.22148392 0.23111365
 0.24074339 0.25037312 0.26000286 0.26963259 0.27926233 0.28889207
 0.2985218  0.30815154 0.31778127 0.32741101 0.33704074 0.34667048
 0.35630021 0.36592995 0.37555969 0.38518942 0.39481916 0.40444889
 0.41407863 0.42370836 0.4333381  0.44296783 0.45259757 0.4622273
 0.47185704 0.48148678 0.49111651 0.50074625 0.51037598 0.52000572
 0.52963545 0.53926519 0.54889492 0.55852466 0.5681544  0.57778413
 0.58741387 0.5970436  0.60667334 0.61630307 0.62593281 0.63556254
 0.64519228 0.65482202 0.66445175 0.67408149 0.68371122 0.69334096
 0.70297069 0.71260043 0.72223016 0.7318599  0.74148963 0.75111937
 0.76074911 0.77037884 0.78000858 0.78963831 0.79926805 0.80889778
 0.81852752 0.82815725 0.83778699 0.84741673 0.85704646 0.8666762
 0.87630593 0.88593567 0.8955654  0.90519514 0.91482487 0.92445461
 0.93408435 0.94371408 0.95334382 0.96297355]"
356,"[0.00961816 0.01923631 0.02885447 0.03847263 0.04809079 0.05770894
 0.0673271  0.07694526 0.08656341 0.09618157 0.10579973 0.11541788
 0.12503604 0.1346542  0.14427236 0.15389051 0.16350867 0.17312683
 0.18274498 0.19236314 0.2019813  0.21159946 0.22121761 0.23083577
 0.24045393 0.25007208 0.25969024 0.2693084  0.27892656 0.28854471
 0.29816287 0.30778103 0.31739918 0.32701734 0.3366355  0.34625365
 0.35587181 0.36548997 0.37510813 0.38472628 0.39434444 0.4039626
 0.41358075 0.42319891 0.43281707 0.44243523 0.45205338 0.46167154
 0.4712897  0.48090785 0.49052601 0.50014417 0.50976233 0.51938048
 0.52899864 0.5386168  0.54823495 0.55785311 0.56747127 0.57708942
 0.58670758 0.59632574 0.6059439  0.61556205 0.62518021 0.63479837
 0.64441652 0.65403468 0.66365284 0.673271   0.68288915 0.69250731
 0.70212547 0.71174362 0.72136178 0.73097994 0.7405981  0.75021625
 0.75983441 0.76945257 0.77907072 0.78868888 0.79830704 0.80792519
 0.81754335 0.82716151 0.83677967 0.84639782 0.85601598 0.86563414
 0.87525229 0.88487045 0.89448861 0.90410677 0.91372492 0.92334308
 0.93296124 0.94257939 0.95219755 0.96181571]"
357,"[0.00964139 0.01928277 0.02892416 0.03856555 0.04820693 0.05784832
 0.06748971 0.07713109 0.08677248 0.09641387 0.10605525 0.11569664
 0.12533803 0.13497941 0.1446208  0.15426219 0.16390357 0.17354496
 0.18318635 0.19282774 0.20246912 0.21211051 0.2217519  0.23139328
 0.24103467 0.25067606 0.26031744 0.26995883 0.27960022 0.2892416
 0.29888299 0.30852438 0.31816576 0.32780715 0.33744854 0.34708992
 0.35673131 0.3663727  0.37601408 0.38565547 0.39529686 0.40493824
 0.41457963 0.42422102 0.4338624  0.44350379 0.45314518 0.46278656
 0.47242795 0.48206934 0.49171072 0.50135211 0.5109935  0.52063489
 0.53027627 0.53991766 0.54955905 0.55920043 0.56884182 0.57848321
 0.58812459 0.59776598 0.60740737 0.61704875 0.62669014 0.63633153
 0.64597291 0.6556143  0.66525569 0.67489707 0.68453846 0.69417985
 0.70382123 0.71346262 0.72310401 0.73274539 0.74238678 0.75202817
 0.76166955 0.77131094 0.78095233 0.79059371 0.8002351  0.80987649
 0.81951787 0.82915926 0.83880065 0.84844204 0.85808342 0.86772481
 0.8773662  0.88700758 0.89664897 0.90629036 0.91593174 0.92557313
 0.93521452 0.9448559  0.95449729 0.96413868]"
358,"[0.00966207 0.01932414 0.02898622 0.03864829 0.04831036 0.05797243
 0.0676345  0.07729658 0.08695865 0.09662072 0.10628279 0.11594486
 0.12560694 0.13526901 0.14493108 0.15459315 0.16425523 0.1739173
 0.18357937 0.19324144 0.20290351 0.21256559 0.22222766 0.23188973
 0.2415518  0.25121387 0.26087595 0.27053802 0.28020009 0.28986216
 0.29952423 0.30918631 0.31884838 0.32851045 0.33817252 0.34783459
 0.35749667 0.36715874 0.37682081 0.38648288 0.39614496 0.40580703
 0.4154691  0.42513117 0.43479324 0.44445532 0.45411739 0.46377946
 0.47344153 0.4831036  0.49276568 0.50242775 0.51208982 0.52175189
 0.53141396 0.54107604 0.55073811 0.56040018 0.57006225 0.57972432
 0.5893864  0.59904847 0.60871054 0.61837261 0.62803468 0.63769676
 0.64735883 0.6570209  0.66668297 0.67634505 0.68600712 0.69566919
 0.70533126 0.71499333 0.72465541 0.73431748 0.74397955 0.75364162
 0.76330369 0.77296577 0.78262784 0.79228991 0.80195198 0.81161405
 0.82127613 0.8309382  0.84060027 0.85026234 0.85992441 0.86958649
 0.87924856 0.88891063 0.8985727  0.90823478 0.91789685 0.92755892
 0.93722099 0.94688306 0.95654514 0.96620721]"
359,"[0.00960572 0.01921145 0.02881717 0.0384229  0.04802862 0.05763435
 0.06724007 0.07684579 0.08645152 0.09605724 0.10566297 0.11526869
 0.12487442 0.13448014 0.14408586 0.15369159 0.16329731 0.17290304
 0.18250876 0.19211448 0.20172021 0.21132593 0.22093166 0.23053738
 0.24014311 0.24974883 0.25935455 0.26896028 0.278566   0.28817173
 0.29777745 0.30738318 0.3169889  0.32659462 0.33620035 0.34580607
 0.3554118  0.36501752 0.37462325 0.38422897 0.39383469 0.40344042
 0.41304614 0.42265187 0.43225759 0.44186332 0.45146904 0.46107476
 0.47068049 0.48028621 0.48989194 0.49949766 0.50910338 0.51870911
 0.52831483 0.53792056 0.54752628 0.55713201 0.56673773 0.57634345
 0.58594918 0.5955549  0.60516063 0.61476635 0.62437208 0.6339778
 0.64358352 0.65318925 0.66279497 0.6724007  0.68200642 0.69161215
 0.70121787 0.71082359 0.72042932 0.73003504 0.73964077 0.74924649
 0.75885222 0.76845794 0.77806366 0.78766939 0.79727511 0.80688084
 0.81648656 0.82609228 0.83569801 0.84530373 0.85490946 0.86451518
 0.87412091 0.88372663 0.89333235 0.90293808 0.9125438  0.92214953
 0.93175525 0.94136098 0.9509667  0.96057242]"
360,"[0.00959295 0.0191859  0.02877885 0.0383718  0.04796475 0.05755769
 0.06715064 0.07674359 0.08633654 0.09592949 0.10552244 0.11511539
 0.12470834 0.13430129 0.14389424 0.15348719 0.16308014 0.17267308
 0.18226603 0.19185898 0.20145193 0.21104488 0.22063783 0.23023078
 0.23982373 0.24941668 0.25900963 0.26860258 0.27819553 0.28778847
 0.29738142 0.30697437 0.31656732 0.32616027 0.33575322 0.34534617
 0.35493912 0.36453207 0.37412502 0.38371797 0.39331092 0.40290386
 0.41249681 0.42208976 0.43168271 0.44127566 0.45086861 0.46046156
 0.47005451 0.47964746 0.48924041 0.49883336 0.50842631 0.51801925
 0.5276122  0.53720515 0.5467981  0.55639105 0.565984   0.57557695
 0.5851699  0.59476285 0.6043558  0.61394875 0.6235417  0.63313464
 0.64272759 0.65232054 0.66191349 0.67150644 0.68109939 0.69069234
 0.70028529 0.70987824 0.71947119 0.72906414 0.73865708 0.74825003
 0.75784298 0.76743593 0.77702888 0.78662183 0.79621478 0.80580773
 0.81540068 0.82499363 0.83458658 0.84417953 0.85377247 0.86336542
 0.87295837 0.88255132 0.89214427 0.90173722 0.91133017 0.92092312
 0.93051607 0.94010902 0.94970197 0.95929492]"
361,"[0.00958168 0.01916336 0.02874504 0.03832672 0.0479084  0.05749008
 0.06707176 0.07665343 0.08623511 0.09581679 0.10539847 0.11498015
 0.12456183 0.13414351 0.14372519 0.15330687 0.16288855 0.17247023
 0.18205191 0.19163359 0.20121527 0.21079694 0.22037862 0.2299603
 0.23954198 0.24912366 0.25870534 0.26828702 0.2778687  0.28745038
 0.29703206 0.30661374 0.31619542 0.3257771  0.33535878 0.34494045
 0.35452213 0.36410381 0.37368549 0.38326717 0.39284885 0.40243053
 0.41201221 0.42159389 0.43117557 0.44075725 0.45033893 0.45992061
 0.46950229 0.47908397 0.48866564 0.49824732 0.507829   0.51741068
 0.52699236 0.53657404 0.54615572 0.5557374  0.56531908 0.57490076
 0.58448244 0.59406412 0.6036458  0.61322748 0.62280915 0.63239083
 0.64197251 0.65155419 0.66113587 0.67071755 0.68029923 0.68988091
 0.69946259 0.70904427 0.71862595 0.72820763 0.73778931 0.74737099
 0.75695266 0.76653434 0.77611602 0.7856977  0.79527938 0.80486106
 0.81444274 0.82402442 0.8336061  0.84318778 0.85276946 0.86235114
 0.87193282 0.8815145  0.89109618 0.90067785 0.91025953 0.91984121
 0.92942289 0.93900457 0.94858625 0.95816793]"
362,"[0.00951209 0.01902417 0.02853626 0.03804835 0.04756044 0.05707252
 0.06658461 0.0760967  0.08560878 0.09512087 0.10463296 0.11414505
 0.12365713 0.13316922 0.14268131 0.15219339 0.16170548 0.17121757
 0.18072965 0.19024174 0.19975383 0.20926592 0.218778   0.22829009
 0.23780218 0.24731426 0.25682635 0.26633844 0.27585053 0.28536261
 0.2948747  0.30438679 0.31389887 0.32341096 0.33292305 0.34243514
 0.35194722 0.36145931 0.3709714  0.38048348 0.38999557 0.39950766
 0.40901975 0.41853183 0.42804392 0.43755601 0.44706809 0.45658018
 0.46609227 0.47560436 0.48511644 0.49462853 0.50414062 0.5136527
 0.52316479 0.53267688 0.54218896 0.55170105 0.56121314 0.57072523
 0.58023731 0.5897494  0.59926149 0.60877357 0.61828566 0.62779775
 0.63730984 0.64682192 0.65633401 0.6658461  0.67535818 0.68487027
 0.69438236 0.70389445 0.71340653 0.72291862 0.73243071 0.74194279
 0.75145488 0.76096697 0.77047906 0.77999114 0.78950323 0.79901532
 0.8085274  0.81803949 0.82755158 0.83706366 0.84657575 0.85608784
 0.86559993 0.87511201 0.8846241  0.89413619 0.90364827 0.91316036
 0.92267245 0.93218454 0.94169662 0.95120871]"
363,"[2.33144146e-15 9.59030023e-03 1.91806005e-02 2.87709007e-02
 3.83612009e-02 4.79515012e-02 5.75418014e-02 6.71321016e-02
 7.67224019e-02 8.63127021e-02 9.59030023e-02 1.05493303e-01
 1.15083603e-01 1.24673903e-01 1.34264203e-01 1.43854503e-01
 1.53444804e-01 1.63035104e-01 1.72625404e-01 1.82215704e-01
 1.91806005e-01 2.01396305e-01 2.10986605e-01 2.20576905e-01
 2.30167206e-01 2.39757506e-01 2.49347806e-01 2.58938106e-01
 2.68528407e-01 2.78118707e-01 2.87709007e-01 2.97299307e-01
 3.06889607e-01 3.16479908e-01 3.26070208e-01 3.35660508e-01
 3.45250808e-01 3.54841109e-01 3.64431409e-01 3.74021709e-01
 3.83612009e-01 3.93202310e-01 4.02792610e-01 4.12382910e-01
 4.21973210e-01 4.31563510e-01 4.41153811e-01 4.50744111e-01
 4.60334411e-01 4.69924711e-01 4.79515012e-01 4.89105312e-01
 4.98695612e-01 5.08285912e-01 5.17876213e-01 5.27466513e-01
 5.37056813e-01 5.46647113e-01 5.56237413e-01 5.65827714e-01
 5.75418014e-01 5.85008314e-01 5.94598614e-01 6.04188915e-01
 6.13779215e-01 6.23369515e-01 6.32959815e-01 6.42550116e-01
 6.52140416e-01 6.61730716e-01 6.71321016e-01 6.80911317e-01
 6.90501617e-01 7.00091917e-01 7.09682217e-01 7.19272517e-01
 7.28862818e-01 7.38453118e-01 7.48043418e-01 7.57633718e-01
 7.67224019e-01 7.76814319e-01 7.86404619e-01 7.95994919e-01
 8.05585220e-01 8.15175520e-01 8.24765820e-01 8.34356120e-01
 8.43946420e-01 8.53536721e-01 8.63127021e-01 8.72717321e-01
 8.82307621e-01 8.91897922e-01 9.01488222e-01 9.11078522e-01
 9.20668822e-01 9.30259123e-01 9.39849423e-01 9.49439723e-01]"
364,"[0.00960009 0.01920018 0.02880027 0.03840036 0.04800045 0.05760054
 0.06720063 0.07680072 0.08640081 0.0960009  0.10560099 0.11520108
 0.12480117 0.13440126 0.14400135 0.15360144 0.16320154 0.17280163
 0.18240172 0.19200181 0.2016019  0.21120199 0.22080208 0.23040217
 0.24000226 0.24960235 0.25920244 0.26880253 0.27840262 0.28800271
 0.2976028  0.30720289 0.31680298 0.32640307 0.33600316 0.34560325
 0.35520334 0.36480343 0.37440352 0.38400361 0.3936037  0.40320379
 0.41280388 0.42240397 0.43200406 0.44160415 0.45120424 0.46080433
 0.47040442 0.48000452 0.48960461 0.4992047  0.50880479 0.51840488
 0.52800497 0.53760506 0.54720515 0.55680524 0.56640533 0.57600542
 0.58560551 0.5952056  0.60480569 0.61440578 0.62400587 0.63360596
 0.64320605 0.65280614 0.66240623 0.67200632 0.68160641 0.6912065
 0.70080659 0.71040668 0.72000677 0.72960686 0.73920695 0.74880704
 0.75840713 0.76800722 0.77760731 0.7872074  0.79680749 0.80640759
 0.81600768 0.82560777 0.83520786 0.84480795 0.85440804 0.86400813
 0.87360822 0.88320831 0.8928084  0.90240849 0.91200858 0.92160867
 0.93120876 0.94080885 0.95040894 0.96000903]"
365,"[0.00948775 0.0189755  0.02846325 0.037951   0.04743875 0.0569265
 0.06641425 0.075902   0.08538975 0.0948775  0.10436525 0.113853
 0.12334075 0.1328285  0.14231625 0.151804   0.16129175 0.1707795
 0.18026724 0.18975499 0.19924274 0.20873049 0.21821824 0.22770599
 0.23719374 0.24668149 0.25616924 0.26565699 0.27514474 0.28463249
 0.29412024 0.30360799 0.31309574 0.32258349 0.33207124 0.34155899
 0.35104674 0.36053449 0.37002224 0.37950999 0.38899774 0.39848549
 0.40797324 0.41746099 0.42694874 0.43643649 0.44592424 0.45541199
 0.46489974 0.47438749 0.48387524 0.49336299 0.50285074 0.51233849
 0.52182624 0.53131398 0.54080173 0.55028948 0.55977723 0.56926498
 0.57875273 0.58824048 0.59772823 0.60721598 0.61670373 0.62619148
 0.63567923 0.64516698 0.65465473 0.66414248 0.67363023 0.68311798
 0.69260573 0.70209348 0.71158123 0.72106898 0.73055673 0.74004448
 0.74953223 0.75901998 0.76850773 0.77799548 0.78748323 0.79697098
 0.80645873 0.81594648 0.82543423 0.83492198 0.84440973 0.85389748
 0.86338523 0.87287298 0.88236072 0.89184847 0.90133622 0.91082397
 0.92031172 0.92979947 0.93928722 0.94877497]"
